Season,circuit_id,constructor_id,driver_id,Laps,Race time,Points,Rank
2012,monza,lotus_f1,raikkonen,53.0,+30.881s,10.0,5
2012,monza,mercedes,michael_schumacher,53.0,+31.259s,8.0,6
2012,monza,mercedes,rosberg,53.0,+33.550s,6.0,7
2012,monza,force_india,resta,53.0,+41.057s,4.0,8
2012,monza,sauber,kobayashi,53.0,+43.898s,2.0,9
2012,monza,williams,bruno_senna,53.0,+48.144s,1.0,10
2012,monza,williams,maldonado,53.0,+48.682s,0.0,11
2012,monza,toro_rosso,ricciardo,53.0,+50.316s,0.0,12
2012,monza,lotus_f1,ambrosio,53.0,+75.861s,0.0,13
2012,monza,caterham,kovalainen,52.0,+1 lap,0.0,14
2012,monza,caterham,petrov,52.0,+1 lap,0.0,15
2012,monza,marussia,pic,52.0,+1 lap,0.0,16
2012,monza,marussia,glock,52.0,+1 lap,0.0,17
2012,monza,hrt,rosa,52.0,+1 lap,0.0,18
2012,monza,hrt,karthikeyan,52.0,+1 lap,0.0,19
2012,monza,red_bull,webber,51.0,DNF,0.0,20
2012,monza,force_india,hulkenberg,50.0,DNF,0.0,21
2012,monza,red_bull,vettel,47.0,DNF,0.0,22
2012,monza,mclaren,button,32.0,DNF,0.0,NC
2012,monza,toro_rosso,vergne,8.0,DNF,0.0,NC
2012,marina_bay,red_bull,vettel,59.0,2:00:26.144,25.0,1
2012,marina_bay,mclaren,button,59.0,+8.959s,18.0,2
2012,marina_bay,ferrari,alonso,59.0,+15.227s,15.0,3
2012,marina_bay,force_india,resta,59.0,+19.063s,12.0,4
2012,marina_bay,mercedes,rosberg,59.0,+34.784s,10.0,5
2012,marina_bay,lotus_f1,raikkonen,59.0,+35.759s,8.0,6
2012,marina_bay,lotus_f1,grosjean,59.0,+36.698s,6.0,7
2012,marina_bay,ferrari,massa,59.0,+42.829s,4.0,8
2012,marina_bay,toro_rosso,ricciardo,59.0,+45.820s,2.0,9
2012,marina_bay,sauber,perez,59.0,+50.619s,1.0,10
2012,marina_bay,red_bull,webber,59.0,+67.175s,0.0,11
2012,marina_bay,marussia,glock,59.0,+91.918s,0.0,12
2012,marina_bay,sauber,kobayashi,59.0,+97.141s,0.0,13
2012,marina_bay,force_india,hulkenberg,59.0,+99.413s,0.0,14
2012,marina_bay,caterham,kovalainen,59.0,+107.967s,0.0,15
2012,marina_bay,marussia,pic,59.0,+132.925s,0.0,16
2012,marina_bay,hrt,rosa,58.0,+1 lap,0.0,17
2012,marina_bay,williams,bruno_senna,57.0,DNF,0.0,18
2012,marina_bay,caterham,petrov,57.0,+2 laps,0.0,19
2012,marina_bay,toro_rosso,vergne,38.0,DNF,0.0,NC
2012,marina_bay,mercedes,michael_schumacher,38.0,DNF,0.0,NC
2012,marina_bay,williams,maldonado,36.0,DNF,0.0,NC
2012,marina_bay,hrt,karthikeyan,30.0,DNF,0.0,NC
2012,marina_bay,mclaren,hamilton,22.0,DNF,0.0,NC
2012,suzuka,red_bull,vettel,53.0,1:28:56.242,25.0,1
2012,suzuka,ferrari,massa,53.0,+20.639s,18.0,2
2012,suzuka,sauber,kobayashi,53.0,+24.538s,15.0,3
2012,suzuka,mclaren,button,53.0,+25.098s,12.0,4
2012,suzuka,mclaren,hamilton,53.0,+46.490s,10.0,5
2012,suzuka,lotus_f1,raikkonen,53.0,+50.424s,8.0,6
2012,suzuka,force_india,hulkenberg,53.0,+51.159s,6.0,7
2012,suzuka,williams,maldonado,53.0,+52.364s,4.0,8
2012,suzuka,red_bull,webber,53.0,+54.675s,2.0,9
2012,suzuka,toro_rosso,ricciardo,53.0,+66.919s,1.0,10
2012,suzuka,mercedes,michael_schumacher,53.0,+67.769s,0.0,11
2012,suzuka,force_india,resta,53.0,+83.460s,0.0,12
2012,suzuka,toro_rosso,vergne,53.0,+88.645s,0.0,13
2012,suzuka,williams,bruno_senna,53.0,+88.709s,0.0,14
2012,suzuka,caterham,kovalainen,52.0,+1 lap,0.0,15
2012,suzuka,marussia,glock,52.0,+1 lap,0.0,16
2012,suzuka,caterham,petrov,52.0,+1 lap,0.0,17
2012,suzuka,hrt,rosa,52.0,+1 lap,0.0,18
2012,suzuka,lotus_f1,grosjean,51.0,DNF,0.0,19
2012,suzuka,marussia,pic,37.0,DNF,0.0,NC
2012,suzuka,hrt,karthikeyan,32.0,DNF,0.0,NC
2012,suzuka,sauber,perez,18.0,DNF,0.0,NC
2012,suzuka,ferrari,alonso,0.0,DNF,0.0,NC
2012,suzuka,mercedes,rosberg,0.0,DNF,0.0,NC
2012,yeongam,red_bull,vettel,55.0,1:36:28.651,25.0,1
2012,yeongam,red_bull,webber,55.0,+8.231s,18.0,2
2012,yeongam,ferrari,alonso,55.0,+13.944s,15.0,3
2012,yeongam,ferrari,massa,55.0,+20.168s,12.0,4
2012,yeongam,lotus_f1,raikkonen,55.0,+36.739s,10.0,5
2012,yeongam,force_india,hulkenberg,55.0,+45.301s,8.0,6
2012,yeongam,lotus_f1,grosjean,55.0,+54.812s,6.0,7
2012,yeongam,toro_rosso,vergne,55.0,+69.589s,4.0,8
2012,yeongam,toro_rosso,ricciardo,55.0,+71.787s,2.0,9
2012,yeongam,mclaren,hamilton,55.0,+79.692s,1.0,10
2012,yeongam,sauber,perez,55.0,+80.062s,0.0,11
2012,yeongam,force_india,resta,55.0,+84.448s,0.0,12
2012,yeongam,mercedes,michael_schumacher,55.0,+89.241s,0.0,13
2012,yeongam,williams,maldonado,55.0,+94.924s,0.0,14
2012,yeongam,williams,bruno_senna,55.0,+96.902s,0.0,15
2012,yeongam,caterham,petrov,54.0,+1 lap,0.0,16
2012,yeongam,caterham,kovalainen,54.0,+1 lap,0.0,17
2012,yeongam,marussia,glock,54.0,+1 lap,0.0,18
2012,yeongam,marussia,pic,53.0,+2 laps,0.0,19
2012,yeongam,hrt,karthikeyan,53.0,+2 laps,0.0,20
2012,yeongam,hrt,rosa,16.0,DNF,0.0,NC
2012,yeongam,sauber,kobayashi,16.0,DNF,0.0,NC
2012,yeongam,mercedes,rosberg,1.0,DNF,0.0,NC
2012,yeongam,mclaren,button,0.0,DNF,0.0,NC
2012,buddh,red_bull,vettel,60.0,1:31:10.744,25.0,1
2012,buddh,ferrari,alonso,60.0,+9.437s,18.0,2
2012,buddh,red_bull,webber,60.0,+13.217s,15.0,3
2012,buddh,mclaren,hamilton,60.0,+13.909s,12.0,4
2012,buddh,mclaren,button,60.0,+26.266s,10.0,5
2012,buddh,ferrari,massa,60.0,+44.674s,8.0,6
2012,buddh,lotus_f1,raikkonen,60.0,+45.227s,6.0,7
2012,buddh,force_india,hulkenberg,60.0,+54.998s,4.0,8
2012,buddh,lotus_f1,grosjean,60.0,+56.103s,2.0,9
2012,buddh,williams,bruno_senna,60.0,+74.975s,1.0,10
2012,buddh,mercedes,rosberg,60.0,+81.694s,0.0,11
2012,buddh,force_india,resta,60.0,+82.815s,0.0,12
2012,buddh,toro_rosso,ricciardo,60.0,+86.064s,0.0,13
2012,buddh,sauber,kobayashi,60.0,+86.495s,0.0,14
2012,buddh,toro_rosso,vergne,59.0,+1 lap,0.0,15
2012,buddh,williams,maldonado,59.0,+1 lap,0.0,16
2012,buddh,caterham,petrov,59.0,+1 lap,0.0,17
2012,buddh,caterham,kovalainen,59.0,+1 lap,0.0,18
2012,buddh,marussia,pic,59.0,+1 lap,0.0,19
2012,buddh,marussia,glock,58.0,+2 laps,0.0,20
2012,buddh,hrt,karthikeyan,58.0,+2 laps,0.0,21
2012,buddh,mercedes,michael_schumacher,55.0,DNF,0.0,22
2012,buddh,hrt,rosa,42.0,DNF,0.0,NC
2012,buddh,sauber,perez,20.0,DNF,0.0,NC
2012,yas_marina,lotus_f1,raikkonen,55.0,1:45:58.667,25.0,1
2012,yas_marina,ferrari,alonso,55.0,+0.852s,18.0,2
2012,yas_marina,red_bull,vettel,55.0,+4.163s,15.0,3
2012,yas_marina,mclaren,button,55.0,+7.787s,12.0,4
2012,yas_marina,williams,maldonado,55.0,+13.007s,10.0,5
2012,yas_marina,sauber,kobayashi,55.0,+20.076s,8.0,6
2012,yas_marina,ferrari,massa,55.0,+22.896s,6.0,7
2012,yas_marina,williams,bruno_senna,55.0,+23.542s,4.0,8
2012,yas_marina,force_india,resta,55.0,+24.160s,2.0,9
2012,yas_marina,toro_rosso,ricciardo,55.0,+27.463s,1.0,10
2012,yas_marina,mercedes,michael_schumacher,55.0,+28.075s,0.0,11
2012,yas_marina,toro_rosso,vergne,55.0,+34.906s,0.0,12
2012,yas_marina,caterham,kovalainen,55.0,+47.764s,0.0,13
2012,yas_marina,marussia,glock,55.0,+56.473s,0.0,14
2012,yas_marina,sauber,perez,55.0,+56.768s,0.0,15
2012,yas_marina,caterham,petrov,55.0,+64.595s,0.0,16
2012,yas_marina,hrt,rosa,55.0,+71.778s,0.0,17
2012,yas_marina,marussia,pic,41.0,DNF,0.0,NC
2012,yas_marina,lotus_f1,grosjean,37.0,DNF,0.0,NC
2012,yas_marina,red_bull,webber,37.0,DNF,0.0,NC
2012,yas_marina,mclaren,hamilton,19.0,DNF,0.0,NC
2012,yas_marina,hrt,karthikeyan,7.0,DNF,0.0,NC
2012,yas_marina,mercedes,rosberg,7.0,DNF,0.0,NC
2012,yas_marina,force_india,hulkenberg,0.0,DNF,0.0,NC
2012,americas,mclaren,hamilton,56.0,1:35:55.269,25.0,1
2012,americas,red_bull,vettel,56.0,+0.675s,18.0,2
2012,americas,ferrari,alonso,56.0,+39.229s,15.0,3
2012,americas,ferrari,massa,56.0,+46.013s,12.0,4
2012,americas,mclaren,button,56.0,+56.432s,10.0,5
2012,americas,lotus_f1,raikkonen,56.0,+64.425s,8.0,6
2012,americas,lotus_f1,grosjean,56.0,+70.313s,6.0,7
2012,americas,force_india,hulkenberg,56.0,+73.792s,4.0,8
2012,americas,williams,maldonado,56.0,+74.525s,2.0,9
2012,americas,williams,bruno_senna,56.0,+75.133s,1.0,10
2012,americas,sauber,perez,56.0,+84.341s,0.0,11
2012,americas,toro_rosso,ricciardo,56.0,+84.871s,0.0,12
2012,americas,mercedes,rosberg,56.0,+85.510s,0.0,13
2012,americas,sauber,kobayashi,55.0,+1 lap,0.0,14
2012,americas,force_india,resta,55.0,+1 lap,0.0,15
2012,americas,mercedes,michael_schumacher,55.0,+1 lap,0.0,16
2012,americas,caterham,petrov,55.0,+1 lap,0.0,17
2012,americas,caterham,kovalainen,55.0,+1 lap,0.0,18
2012,americas,marussia,glock,55.0,+1 lap,0.0,19
2012,americas,marussia,pic,54.0,+2 laps,0.0,20
2012,americas,hrt,rosa,54.0,+2 laps,0.0,21
2012,americas,hrt,karthikeyan,54.0,+2 laps,0.0,22
2012,americas,red_bull,webber,16.0,DNF,0.0,NC
2012,americas,toro_rosso,vergne,14.0,DNF,0.0,NC
2012,interlagos,mclaren,button,71.0,1:45:22.656,25.0,1
2012,interlagos,ferrari,alonso,71.0,+2.754s,18.0,2
2012,interlagos,ferrari,massa,71.0,+3.615s,15.0,3
2012,interlagos,red_bull,webber,71.0,+4.936s,12.0,4
2012,interlagos,force_india,hulkenberg,71.0,+5.708s,10.0,5
2012,interlagos,red_bull,vettel,71.0,+9.453s,8.0,6
2012,interlagos,mercedes,michael_schumacher,71.0,+11.907s,6.0,7
2012,interlagos,toro_rosso,vergne,71.0,+28.653s,4.0,8
2012,interlagos,sauber,kobayashi,71.0,+31.250s,2.0,9
2012,interlagos,lotus_f1,raikkonen,70.0,+1 lap,1.0,10
2012,interlagos,caterham,petrov,70.0,+1 lap,0.0,11
2012,interlagos,marussia,pic,70.0,+1 lap,0.0,12
2012,interlagos,toro_rosso,ricciardo,70.0,+1 lap,0.0,13
2012,interlagos,caterham,kovalainen,70.0,+1 lap,0.0,14
2012,interlagos,mercedes,rosberg,70.0,+1 lap,0.0,15
2012,interlagos,marussia,glock,70.0,+1 lap,0.0,16
2012,interlagos,hrt,rosa,69.0,+2 laps,0.0,17
2012,interlagos,hrt,karthikeyan,69.0,+2 laps,0.0,18
2012,interlagos,force_india,resta,68.0,DNF,0.0,19
2012,interlagos,mclaren,hamilton,54.0,DNF,0.0,NC
2012,interlagos,lotus_f1,grosjean,5.0,DNF,0.0,NC
2012,interlagos,williams,maldonado,1.0,DNF,0.0,NC
2012,interlagos,williams,bruno_senna,0.0,DNF,0.0,NC
2012,interlagos,sauber,perez,0.0,DNF,0.0,NC
2013,albert_park,lotus_f1,raikkonen,58.0,1:30:03.225,25.0,1
2013,albert_park,ferrari,alonso,58.0,+12.451s,18.0,2
2013,albert_park,red_bull,vettel,58.0,+22.346s,15.0,3
2013,albert_park,ferrari,massa,58.0,+33.577s,12.0,4
2013,albert_park,mercedes,hamilton,58.0,+45.561s,10.0,5
2013,albert_park,red_bull,webber,58.0,+46.800s,8.0,6
2013,albert_park,force_india,sutil,58.0,+65.068s,6.0,7
2013,albert_park,force_india,resta,58.0,+68.449s,4.0,8
2013,albert_park,mclaren,button,58.0,+81.630s,2.0,9
2013,albert_park,lotus_f1,grosjean,58.0,+82.759s,1.0,10
2013,albert_park,mclaren,perez,58.0,+83.367s,0.0,11
2013,albert_park,toro_rosso,vergne,58.0,+83.857s,0.0,12
2013,albert_park,sauber,gutierrez,57.0,+1 lap,0.0,13
2013,albert_park,williams,bottas,57.0,+1 lap,0.0,14
2013,albert_park,marussia,jules_bianchi,57.0,+1 lap,0.0,15
2013,albert_park,caterham,pic,56.0,+2 laps,0.0,16
2013,albert_park,marussia,chilton,56.0,+2 laps,0.0,17
2013,albert_park,caterham,garde,56.0,+2 laps,0.0,18
2013,albert_park,toro_rosso,ricciardo,39.0,DNF,0.0,NC
2013,albert_park,mercedes,rosberg,26.0,DNF,0.0,NC
2013,albert_park,williams,maldonado,24.0,DNF,0.0,NC
2013,albert_park,sauber,hulkenberg,,DNS,0.0,NC
2013,sepang,red_bull,vettel,56.0,1:38:56.681,25.0,1
2013,sepang,red_bull,webber,56.0,+4.298s,18.0,2
2013,sepang,mercedes,hamilton,56.0,+12.181s,15.0,3
2013,sepang,mercedes,rosberg,56.0,+12.640s,12.0,4
2013,sepang,ferrari,massa,56.0,+25.648s,10.0,5
2013,sepang,lotus_f1,grosjean,56.0,+35.564s,8.0,6
2013,sepang,lotus_f1,raikkonen,56.0,+48.479s,6.0,7
2013,sepang,sauber,hulkenberg,56.0,+53.044s,4.0,8
2013,sepang,mclaren,perez,56.0,+72.357s,2.0,9
2013,sepang,toro_rosso,vergne,56.0,+87.124s,1.0,10
2013,sepang,williams,bottas,56.0,+88.610s,0.0,11
2013,sepang,sauber,gutierrez,55.0,+1 lap,0.0,12
2013,sepang,marussia,jules_bianchi,55.0,+1 lap,0.0,13
2013,sepang,caterham,pic,55.0,+1 lap,0.0,14
2013,sepang,caterham,garde,55.0,+1 lap,0.0,15
2013,sepang,marussia,chilton,54.0,+2 laps,0.0,16
2013,sepang,mclaren,button,53.0,DNF,0.0,17
2013,sepang,toro_rosso,ricciardo,51.0,DNF,0.0,18
2013,sepang,williams,maldonado,45.0,DNF,0.0,NC
2013,sepang,force_india,sutil,27.0,DNF,0.0,NC
2013,sepang,force_india,resta,22.0,DNF,0.0,NC
2013,sepang,ferrari,alonso,1.0,DNF,0.0,NC
2013,shanghai,ferrari,alonso,56.0,1:36:26.945,25.0,1
2013,shanghai,lotus_f1,raikkonen,56.0,+10.168s,18.0,2
2013,shanghai,mercedes,hamilton,56.0,+12.322s,15.0,3
2013,shanghai,red_bull,vettel,56.0,+12.525s,12.0,4
2013,shanghai,mclaren,button,56.0,+35.285s,10.0,5
2013,shanghai,ferrari,massa,56.0,+40.827s,8.0,6
2013,shanghai,toro_rosso,ricciardo,56.0,+42.691s,6.0,7
2013,shanghai,force_india,resta,56.0,+51.084s,4.0,8
2013,shanghai,lotus_f1,grosjean,56.0,+53.423s,2.0,9
2013,shanghai,sauber,hulkenberg,56.0,+56.598s,1.0,10
2013,shanghai,mclaren,perez,56.0,+63.860s,0.0,11
2013,shanghai,toro_rosso,vergne,56.0,+72.604s,0.0,12
2013,shanghai,williams,bottas,56.0,+93.861s,0.0,13
2013,shanghai,williams,maldonado,56.0,+95.453s,0.0,14
2013,shanghai,marussia,jules_bianchi,55.0,+1 lap,0.0,15
2013,shanghai,caterham,pic,55.0,+1 lap,0.0,16
2013,shanghai,marussia,chilton,55.0,+1 lap,0.0,17
2013,shanghai,caterham,garde,55.0,+1 lap,0.0,18
2013,shanghai,mercedes,rosberg,21.0,DNF,0.0,NC
2013,shanghai,red_bull,webber,15.0,DNF,0.0,NC
2013,shanghai,force_india,sutil,5.0,DNF,0.0,NC
2013,shanghai,sauber,gutierrez,4.0,DNF,0.0,NC
2013,bahrain,red_bull,vettel,57.0,1:36:00.498,25.0,1
2013,bahrain,lotus_f1,raikkonen,57.0,+9.111s,18.0,2
2013,bahrain,lotus_f1,grosjean,57.0,+19.507s,15.0,3
2013,bahrain,force_india,resta,57.0,+21.727s,12.0,4
2013,bahrain,mercedes,hamilton,57.0,+35.230s,10.0,5
2013,bahrain,mclaren,perez,57.0,+35.998s,8.0,6
2013,bahrain,red_bull,webber,57.0,+37.244s,6.0,7
2013,bahrain,ferrari,alonso,57.0,+37.574s,4.0,8
2013,bahrain,mercedes,rosberg,57.0,+41.126s,2.0,9
2013,bahrain,mclaren,button,57.0,+46.631s,1.0,10
2013,bahrain,williams,maldonado,57.0,+66.450s,0.0,11
2013,bahrain,sauber,hulkenberg,57.0,+72.933s,0.0,12
2013,bahrain,force_india,sutil,57.0,+76.719s,0.0,13
2013,bahrain,williams,bottas,57.0,+81.511s,0.0,14
2013,bahrain,ferrari,massa,57.0,+86.364s,0.0,15
2013,bahrain,toro_rosso,ricciardo,56.0,+1 lap,0.0,16
2013,bahrain,caterham,pic,56.0,+1 lap,0.0,17
2013,bahrain,sauber,gutierrez,56.0,+1 lap,0.0,18
2013,bahrain,marussia,jules_bianchi,56.0,+1 lap,0.0,19
2013,bahrain,marussia,chilton,56.0,+1 lap,0.0,20
2013,bahrain,caterham,garde,55.0,+2 laps,0.0,21
2013,bahrain,toro_rosso,vergne,16.0,DNF,0.0,NC
2013,catalunya,ferrari,alonso,66.0,1:39:16.596,25.0,1
2013,catalunya,lotus_f1,raikkonen,66.0,+9.338s,18.0,2
2013,catalunya,ferrari,massa,66.0,+26.049s,15.0,3
2013,catalunya,red_bull,vettel,66.0,+38.273s,12.0,4
2013,catalunya,red_bull,webber,66.0,+47.963s,10.0,5
2013,catalunya,mercedes,rosberg,66.0,+68.020s,8.0,6
2013,catalunya,force_india,resta,66.0,+68.988s,6.0,7
2013,catalunya,mclaren,button,66.0,+79.506s,4.0,8
2013,catalunya,mclaren,perez,66.0,+81.738s,2.0,9
2013,catalunya,toro_rosso,ricciardo,65.0,+1 lap,1.0,10
2013,catalunya,sauber,gutierrez,65.0,+1 lap,0.0,11
2013,catalunya,mercedes,hamilton,65.0,+1 lap,0.0,12
2013,catalunya,force_india,sutil,65.0,+1 lap,0.0,13
2013,catalunya,williams,maldonado,65.0,+1 lap,0.0,14
2013,catalunya,sauber,hulkenberg,65.0,+1 lap,0.0,15
2013,catalunya,williams,bottas,65.0,+1 lap,0.0,16
2013,catalunya,caterham,pic,65.0,+1 lap,0.0,17
2013,catalunya,marussia,jules_bianchi,64.0,+2 laps,0.0,18
2013,catalunya,marussia,chilton,64.0,+2 laps,0.0,19
2013,catalunya,toro_rosso,vergne,52.0,DNF,0.0,NC
2013,catalunya,caterham,garde,21.0,DNF,0.0,NC
2013,catalunya,lotus_f1,grosjean,8.0,DNF,0.0,NC
2013,monaco,mercedes,rosberg,78.0,2:17:52.056,25.0,1
2013,monaco,red_bull,vettel,78.0,+3.888s,18.0,2
2013,monaco,red_bull,webber,78.0,+6.314s,15.0,3
2013,monaco,mercedes,hamilton,78.0,+13.894s,12.0,4
2013,monaco,force_india,sutil,78.0,+21.477s,10.0,5
2013,monaco,mclaren,button,78.0,+23.103s,8.0,6
2013,monaco,ferrari,alonso,78.0,+26.734s,6.0,7
2013,monaco,toro_rosso,vergne,78.0,+27.223s,4.0,8
2013,monaco,force_india,resta,78.0,+27.608s,2.0,9
2013,monaco,lotus_f1,raikkonen,78.0,+36.582s,1.0,10
2013,monaco,sauber,hulkenberg,78.0,+42.572s,0.0,11
2013,monaco,williams,bottas,78.0,+42.691s,0.0,12
2013,monaco,sauber,gutierrez,78.0,+43.212s,0.0,13
2013,monaco,marussia,chilton,78.0,+49.885s,0.0,14
2013,monaco,caterham,garde,78.0,+62.590s,0.0,15
2013,monaco,mclaren,perez,72.0,DNF,0.0,16
2013,monaco,lotus_f1,grosjean,63.0,DNF,0.0,NC
2013,monaco,toro_rosso,ricciardo,61.0,DNF,0.0,NC
2013,monaco,marussia,jules_bianchi,58.0,DNF,0.0,NC
2013,monaco,williams,maldonado,44.0,DNF,0.0,NC
2013,monaco,ferrari,massa,28.0,DNF,0.0,NC
2013,monaco,caterham,pic,7.0,DNF,0.0,NC
2013,villeneuve,red_bull,vettel,70.0,1:32:09.143,25.0,1
2013,villeneuve,ferrari,alonso,70.0,+14.408s,18.0,2
2013,villeneuve,mercedes,hamilton,70.0,+15.942s,15.0,3
2013,villeneuve,red_bull,webber,70.0,+25.731s,12.0,4
2013,villeneuve,mercedes,rosberg,70.0,+69.725s,10.0,5
2013,villeneuve,toro_rosso,vergne,69.0,+1 lap,8.0,6
2013,villeneuve,force_india,resta,69.0,+1 lap,6.0,7
2013,villeneuve,ferrari,massa,69.0,+1 lap,4.0,8
2013,villeneuve,lotus_f1,raikkonen,69.0,+1 lap,2.0,9
2013,villeneuve,force_india,sutil,69.0,+1 lap,1.0,10
2013,villeneuve,mclaren,perez,69.0,+1 lap,0.0,11
2013,villeneuve,mclaren,button,69.0,+1 lap,0.0,12
2013,villeneuve,lotus_f1,grosjean,69.0,+1 lap,0.0,13
2013,villeneuve,williams,bottas,69.0,+1 lap,0.0,14
2013,villeneuve,toro_rosso,ricciardo,68.0,+2 laps,0.0,15
2013,villeneuve,williams,maldonado,68.0,+2 laps,0.0,16
2013,villeneuve,marussia,jules_bianchi,68.0,+2 laps,0.0,17
2013,villeneuve,caterham,pic,67.0,+3 laps,0.0,18
2013,villeneuve,marussia,chilton,67.0,+3 laps,0.0,19
2013,villeneuve,sauber,gutierrez,63.0,DNF,0.0,20
2013,villeneuve,sauber,hulkenberg,45.0,DNF,0.0,NC
2013,villeneuve,caterham,garde,43.0,DNF,0.0,NC
2013,silverstone,mercedes,rosberg,52.0,1:32:59.456,25.0,1
2013,silverstone,red_bull,webber,52.0,+0.765s,18.0,2
2013,silverstone,ferrari,alonso,52.0,+7.124s,15.0,3
2013,silverstone,mercedes,hamilton,52.0,+7.756s,12.0,4
2013,silverstone,lotus_f1,raikkonen,52.0,+11.257s,10.0,5
2013,silverstone,ferrari,massa,52.0,+14.573s,8.0,6
2013,silverstone,force_india,sutil,52.0,+16.335s,6.0,7
2013,silverstone,toro_rosso,ricciardo,52.0,+16.543s,4.0,8
2013,silverstone,force_india,resta,52.0,+17.943s,2.0,9
2013,silverstone,sauber,hulkenberg,52.0,+19.709s,1.0,10
2013,silverstone,williams,maldonado,52.0,+21.135s,0.0,11
2013,silverstone,williams,bottas,52.0,+25.094s,0.0,12
2013,silverstone,mclaren,button,52.0,+25.969s,0.0,13
2013,silverstone,sauber,gutierrez,52.0,+26.285s,0.0,14
2013,silverstone,caterham,pic,52.0,+31.613s,0.0,15
2013,silverstone,marussia,jules_bianchi,52.0,+36.097s,0.0,16
2013,silverstone,marussia,chilton,52.0,+67.660s,0.0,17
2013,silverstone,caterham,garde,52.0,+67.759s,0.0,18
2013,silverstone,lotus_f1,grosjean,51.0,DNF,0.0,19
2013,silverstone,mclaren,perez,46.0,DNF,0.0,20
2013,silverstone,red_bull,vettel,41.0,DNF,0.0,NC
2013,silverstone,toro_rosso,vergne,35.0,DNF,0.0,NC
2013,hockenheimring,red_bull,vettel,60.0,1:41:14.711,25.0,1
2013,hockenheimring,lotus_f1,raikkonen,60.0,+1.008s,18.0,2
2013,hockenheimring,lotus_f1,grosjean,60.0,+5.830s,15.0,3
2013,hockenheimring,ferrari,alonso,60.0,+7.721s,12.0,4
2013,hockenheimring,mercedes,hamilton,60.0,+26.927s,10.0,5
2013,hockenheimring,mclaren,button,60.0,+27.996s,8.0,6
2013,hockenheimring,red_bull,webber,60.0,+37.562s,6.0,7
2013,hockenheimring,mclaren,perez,60.0,+38.306s,4.0,8
2013,hockenheimring,mercedes,rosberg,60.0,+46.821s,2.0,9
2013,hockenheimring,sauber,hulkenberg,60.0,+49.892s,1.0,10
2013,hockenheimring,force_india,resta,60.0,+53.771s,0.0,11
2013,hockenheimring,toro_rosso,ricciardo,60.0,+56.975s,0.0,12
2013,hockenheimring,force_india,sutil,60.0,+57.738s,0.0,13
2013,hockenheimring,sauber,gutierrez,60.0,+60.160s,0.0,14
2013,hockenheimring,williams,maldonado,60.0,+61.929s,0.0,15
2013,hockenheimring,williams,bottas,59.0,+1 lap,0.0,16
2013,hockenheimring,caterham,pic,59.0,+1 lap,0.0,17
2013,hockenheimring,caterham,garde,59.0,+1 lap,0.0,18
2013,hockenheimring,marussia,chilton,59.0,+1 lap,0.0,19
2013,hockenheimring,toro_rosso,vergne,22.0,DNF,0.0,NC
2013,hockenheimring,marussia,jules_bianchi,21.0,DNF,0.0,NC
2013,hockenheimring,ferrari,massa,3.0,DNF,0.0,NC
2013,hungaroring,mercedes,hamilton,70.0,1:42:29.445,25.0,1
2013,hungaroring,lotus_f1,raikkonen,70.0,+10.938s,18.0,2
2013,hungaroring,red_bull,vettel,70.0,+12.459s,15.0,3
2013,hungaroring,red_bull,webber,70.0,+18.044s,12.0,4
2013,hungaroring,ferrari,alonso,70.0,+31.411s,10.0,5
2013,hungaroring,lotus_f1,grosjean,70.0,+52.295s,8.0,6
2013,hungaroring,mclaren,button,70.0,+53.819s,6.0,7
2013,hungaroring,ferrari,massa,70.0,+56.447s,4.0,8
2013,hungaroring,mclaren,perez,69.0,+1 lap,2.0,9
2013,hungaroring,williams,maldonado,69.0,+1 lap,1.0,10
2013,hungaroring,sauber,hulkenberg,69.0,+1 lap,0.0,11
2013,hungaroring,toro_rosso,vergne,69.0,+1 lap,0.0,12
2013,hungaroring,toro_rosso,ricciardo,69.0,+1 lap,0.0,13
2013,hungaroring,caterham,garde,68.0,+2 laps,0.0,14
2013,hungaroring,caterham,pic,68.0,+2 laps,0.0,15
2013,hungaroring,marussia,jules_bianchi,67.0,+3 laps,0.0,16
2013,hungaroring,marussia,chilton,67.0,+3 laps,0.0,17
2013,hungaroring,force_india,resta,66.0,DNF,0.0,18
2013,hungaroring,mercedes,rosberg,64.0,DNF,0.0,19
2013,hungaroring,williams,bottas,42.0,DNF,0.0,NC
2013,hungaroring,sauber,gutierrez,28.0,DNF,0.0,NC
2013,hungaroring,force_india,sutil,19.0,DNF,0.0,NC
2013,spa,red_bull,vettel,44.0,1:23:42.196,25.0,1
2013,spa,ferrari,alonso,44.0,+16.869s,18.0,2
2013,spa,mercedes,hamilton,44.0,+27.734s,15.0,3
2013,spa,mercedes,rosberg,44.0,+29.872s,12.0,4
2013,spa,red_bull,webber,44.0,+33.845s,10.0,5
2013,spa,mclaren,button,44.0,+40.794s,8.0,6
2013,spa,ferrari,massa,44.0,+53.922s,6.0,7
2013,spa,lotus_f1,grosjean,44.0,+55.846s,4.0,8
2013,spa,force_india,sutil,44.0,+69.547s,2.0,9
2013,spa,toro_rosso,ricciardo,44.0,+73.470s,1.0,10
2013,spa,mclaren,perez,44.0,+81.936s,0.0,11
2013,spa,toro_rosso,vergne,44.0,+86.740s,0.0,12
2013,spa,sauber,hulkenberg,44.0,+88.258s,0.0,13
