Season,circuit_id,constructor_id,driver_id,Laps,Race time,Points,Rank
2016,red_bull_ring,force_india,hulkenberg,64.0,DNF,0.0,19
2016,red_bull_ring,williams,massa,63.0,DNF,0.0,20
2016,red_bull_ring,ferrari,vettel,26.0,DNF,0.0,NC
2016,red_bull_ring,toro_rosso,kvyat,2.0,DNF,0.0,NC
2016,silverstone,mercedes,hamilton,52.0,1:34:55.831,25.0,1
2016,silverstone,red_bull,max_verstappen,52.0,+8.250s,18.0,2
2016,silverstone,mercedes,rosberg,52.0,+16.911s,15.0,3
2016,silverstone,red_bull,ricciardo,52.0,+26.211s,12.0,4
2016,silverstone,ferrari,raikkonen,52.0,+69.743s,10.0,5
2016,silverstone,force_india,perez,52.0,+76.941s,8.0,6
2016,silverstone,force_india,hulkenberg,52.0,+77.712s,6.0,7
2016,silverstone,toro_rosso,sainz,52.0,+85.858s,4.0,8
2016,silverstone,ferrari,vettel,52.0,+91.654s,2.0,9
2016,silverstone,toro_rosso,kvyat,52.0,+92.600s,1.0,10
2016,silverstone,williams,massa,51.0,+1 lap,0.0,11
2016,silverstone,mclaren,button,51.0,+1 lap,0.0,12
2016,silverstone,mclaren,alonso,51.0,+1 lap,0.0,13
2016,silverstone,williams,bottas,51.0,+1 lap,0.0,14
2016,silverstone,sauber,nasr,51.0,+1 lap,0.0,15
2016,silverstone,haas,gutierrez,51.0,+1 lap,0.0,16
2016,silverstone,renault,kevin_magnussen,49.0,DNF,0.0,17
2016,silverstone,renault,jolyon_palmer,37.0,DNF,0.0,NC
2016,silverstone,manor,haryanto,24.0,DNF,0.0,NC
2016,silverstone,haas,grosjean,17.0,DNF,0.0,NC
2016,silverstone,sauber,ericsson,11.0,DNF,0.0,NC
2016,silverstone,manor,wehrlein,6.0,DNF,0.0,NC
2016,hungaroring,mercedes,hamilton,70.0,1:40:30.115,25.0,1
2016,hungaroring,mercedes,rosberg,70.0,+1.977s,18.0,2
2016,hungaroring,red_bull,ricciardo,70.0,+27.539s,15.0,3
2016,hungaroring,ferrari,vettel,70.0,+28.213s,12.0,4
2016,hungaroring,red_bull,max_verstappen,70.0,+48.659s,10.0,5
2016,hungaroring,ferrari,raikkonen,70.0,+49.044s,8.0,6
2016,hungaroring,mclaren,alonso,69.0,+1 lap,6.0,7
2016,hungaroring,toro_rosso,sainz,69.0,+1 lap,4.0,8
2016,hungaroring,williams,bottas,69.0,+1 lap,2.0,9
2016,hungaroring,force_india,hulkenberg,69.0,+1 lap,1.0,10
2016,hungaroring,force_india,perez,69.0,+1 lap,0.0,11
2016,hungaroring,renault,jolyon_palmer,69.0,+1 lap,0.0,12
2016,hungaroring,haas,gutierrez,69.0,+1 lap,0.0,13
2016,hungaroring,haas,grosjean,69.0,+1 lap,0.0,14
2016,hungaroring,renault,kevin_magnussen,69.0,+1 lap,0.0,15
2016,hungaroring,toro_rosso,kvyat,69.0,+1 lap,0.0,16
2016,hungaroring,sauber,nasr,69.0,+1 lap,0.0,17
2016,hungaroring,williams,massa,68.0,+2 laps,0.0,18
2016,hungaroring,manor,wehrlein,68.0,+2 laps,0.0,19
2016,hungaroring,sauber,ericsson,68.0,+2 laps,0.0,20
2016,hungaroring,manor,haryanto,68.0,+2 laps,0.0,21
2016,hungaroring,mclaren,button,60.0,DNF,0.0,NC
2016,hockenheimring,mercedes,hamilton,67.0,1:30:44.200,25.0,1
2016,hockenheimring,red_bull,ricciardo,67.0,+6.996s,18.0,2
2016,hockenheimring,red_bull,max_verstappen,67.0,+13.413s,15.0,3
2016,hockenheimring,mercedes,rosberg,67.0,+15.845s,12.0,4
2016,hockenheimring,ferrari,vettel,67.0,+32.570s,10.0,5
2016,hockenheimring,ferrari,raikkonen,67.0,+37.023s,8.0,6
2016,hockenheimring,force_india,hulkenberg,67.0,+70.049s,6.0,7
2016,hockenheimring,mclaren,button,66.0,+1 lap,4.0,8
2016,hockenheimring,williams,bottas,66.0,+1 lap,2.0,9
2016,hockenheimring,force_india,perez,66.0,+1 lap,1.0,10
2016,hockenheimring,haas,gutierrez,66.0,+1 lap,0.0,11
2016,hockenheimring,mclaren,alonso,66.0,+1 lap,0.0,12
2016,hockenheimring,haas,grosjean,66.0,+1 lap,0.0,13
2016,hockenheimring,toro_rosso,sainz,66.0,+1 lap,0.0,14
2016,hockenheimring,toro_rosso,kvyat,66.0,+1 lap,0.0,15
2016,hockenheimring,renault,kevin_magnussen,66.0,+1 lap,0.0,16
2016,hockenheimring,manor,wehrlein,65.0,+2 laps,0.0,17
2016,hockenheimring,sauber,ericsson,65.0,+2 laps,0.0,18
2016,hockenheimring,renault,jolyon_palmer,65.0,+2 laps,0.0,19
2016,hockenheimring,manor,haryanto,65.0,+2 laps,0.0,20
2016,hockenheimring,sauber,nasr,57.0,DNF,0.0,NC
2016,hockenheimring,williams,massa,36.0,DNF,0.0,NC
2016,spa,mercedes,rosberg,44.0,1:44:51.058,25.0,1
2016,spa,red_bull,ricciardo,44.0,+14.113s,18.0,2
2016,spa,mercedes,hamilton,44.0,+27.634s,15.0,3
2016,spa,force_india,hulkenberg,44.0,+35.907s,12.0,4
2016,spa,force_india,perez,44.0,+40.660s,10.0,5
2016,spa,ferrari,vettel,44.0,+45.394s,8.0,6
2016,spa,mclaren,alonso,44.0,+59.445s,6.0,7
2016,spa,williams,bottas,44.0,+60.151s,4.0,8
2016,spa,ferrari,raikkonen,44.0,+61.109s,2.0,9
2016,spa,williams,massa,44.0,+65.873s,1.0,10
2016,spa,red_bull,max_verstappen,44.0,+71.138s,0.0,11
2016,spa,haas,gutierrez,44.0,+73.877s,0.0,12
2016,spa,haas,grosjean,44.0,+76.474s,0.0,13
2016,spa,toro_rosso,kvyat,44.0,+87.097s,0.0,14
2016,spa,renault,jolyon_palmer,44.0,+93.165s,0.0,15
2016,spa,manor,ocon,43.0,+1 lap,0.0,16
2016,spa,sauber,nasr,43.0,+1 lap,0.0,17
2016,spa,renault,kevin_magnussen,5.0,DNF,0.0,NC
2016,spa,sauber,ericsson,3.0,DNF,0.0,NC
2016,spa,toro_rosso,sainz,1.0,DNF,0.0,NC
2016,spa,mclaren,button,1.0,DNF,0.0,NC
2016,spa,manor,wehrlein,0.0,DNF,0.0,NC
2016,monza,mercedes,rosberg,53.0,1:17:28.089,25.0,1
2016,monza,mercedes,hamilton,53.0,+15.070s,18.0,2
2016,monza,ferrari,vettel,53.0,+20.990s,15.0,3
2016,monza,ferrari,raikkonen,53.0,+27.561s,12.0,4
2016,monza,red_bull,ricciardo,53.0,+45.295s,10.0,5
2016,monza,williams,bottas,53.0,+51.015s,8.0,6
2016,monza,red_bull,max_verstappen,53.0,+54.236s,6.0,7
2016,monza,force_india,perez,53.0,+64.954s,4.0,8
2016,monza,williams,massa,53.0,+65.617s,2.0,9
2016,monza,force_india,hulkenberg,53.0,+78.656s,1.0,10
2016,monza,haas,grosjean,52.0,+1 lap,0.0,11
2016,monza,mclaren,button,52.0,+1 lap,0.0,12
2016,monza,haas,gutierrez,52.0,+1 lap,0.0,13
2016,monza,mclaren,alonso,52.0,+1 lap,0.0,14
2016,monza,toro_rosso,sainz,52.0,+1 lap,0.0,15
2016,monza,sauber,ericsson,52.0,+1 lap,0.0,16
2016,monza,renault,kevin_magnussen,52.0,+1 lap,0.0,17
2016,monza,manor,ocon,51.0,+2 laps,0.0,18
2016,monza,toro_rosso,kvyat,36.0,DNF,0.0,NC
2016,monza,manor,wehrlein,26.0,DNF,0.0,NC
2016,monza,renault,jolyon_palmer,7.0,DNF,0.0,NC
2016,monza,sauber,nasr,6.0,DNF,0.0,NC
2016,marina_bay,mercedes,rosberg,61.0,1:55:48.950,25.0,1
2016,marina_bay,red_bull,ricciardo,61.0,+0.488s,18.0,2
2016,marina_bay,mercedes,hamilton,61.0,+8.038s,15.0,3
2016,marina_bay,ferrari,raikkonen,61.0,+10.219s,12.0,4
2016,marina_bay,ferrari,vettel,61.0,+27.694s,10.0,5
2016,marina_bay,red_bull,max_verstappen,61.0,+71.197s,8.0,6
2016,marina_bay,mclaren,alonso,61.0,+89.198s,6.0,7
2016,marina_bay,force_india,perez,61.0,+111.062s,4.0,8
2016,marina_bay,toro_rosso,kvyat,61.0,+111.557s,2.0,9
2016,marina_bay,renault,kevin_magnussen,61.0,+119.952s,1.0,10
2016,marina_bay,haas,gutierrez,60.0,+1 lap,0.0,11
2016,marina_bay,williams,massa,60.0,+1 lap,0.0,12
2016,marina_bay,sauber,nasr,60.0,+1 lap,0.0,13
2016,marina_bay,toro_rosso,sainz,60.0,+1 lap,0.0,14
2016,marina_bay,renault,jolyon_palmer,60.0,+1 lap,0.0,15
2016,marina_bay,manor,wehrlein,60.0,+1 lap,0.0,16
2016,marina_bay,sauber,ericsson,60.0,+1 lap,0.0,17
2016,marina_bay,manor,ocon,59.0,+2 laps,0.0,18
2016,marina_bay,mclaren,button,43.0,DNF,0.0,NC
2016,marina_bay,williams,bottas,35.0,DNF,0.0,NC
2016,marina_bay,force_india,hulkenberg,0.0,DNF,0.0,NC
2016,marina_bay,haas,grosjean,0.0,DNS,0.0,NC
2016,sepang,red_bull,ricciardo,56.0,1:37:12.776,25.0,1
2016,sepang,red_bull,max_verstappen,56.0,+2.443s,18.0,2
2016,sepang,mercedes,rosberg,56.0,+25.516s,15.0,3
2016,sepang,ferrari,raikkonen,56.0,+28.785s,12.0,4
2016,sepang,williams,bottas,56.0,+61.582s,10.0,5
2016,sepang,force_india,perez,56.0,+63.794s,8.0,6
2016,sepang,mclaren,alonso,56.0,+65.205s,6.0,7
2016,sepang,force_india,hulkenberg,56.0,+74.062s,4.0,8
2016,sepang,mclaren,button,56.0,+81.816s,2.0,9
2016,sepang,renault,jolyon_palmer,56.0,+95.466s,1.0,10
2016,sepang,toro_rosso,sainz,56.0,+98.878s,0.0,11
2016,sepang,sauber,ericsson,55.0,+1 lap,0.0,12
2016,sepang,williams,massa,55.0,+1 lap,0.0,13
2016,sepang,toro_rosso,kvyat,55.0,+1 lap,0.0,14
2016,sepang,manor,wehrlein,55.0,+1 lap,0.0,15
2016,sepang,manor,ocon,55.0,+1 lap,0.0,16
2016,sepang,sauber,nasr,46.0,DNF,0.0,NC
2016,sepang,mercedes,hamilton,40.0,DNF,0.0,NC
2016,sepang,haas,gutierrez,39.0,DNF,0.0,NC
2016,sepang,renault,kevin_magnussen,17.0,DNF,0.0,NC
2016,sepang,haas,grosjean,7.0,DNF,0.0,NC
2016,sepang,ferrari,vettel,0.0,DNF,0.0,NC
2016,suzuka,mercedes,rosberg,53.0,1:26:43.333,25.0,1
2016,suzuka,red_bull,max_verstappen,53.0,+4.978s,18.0,2
2016,suzuka,mercedes,hamilton,53.0,+5.776s,15.0,3
2016,suzuka,ferrari,vettel,53.0,+20.269s,12.0,4
2016,suzuka,ferrari,raikkonen,53.0,+28.370s,10.0,5
2016,suzuka,red_bull,ricciardo,53.0,+33.941s,8.0,6
2016,suzuka,force_india,perez,53.0,+57.495s,6.0,7
2016,suzuka,force_india,hulkenberg,53.0,+59.177s,4.0,8
2016,suzuka,williams,massa,53.0,+97.763s,2.0,9
2016,suzuka,williams,bottas,53.0,+98.323s,1.0,10
2016,suzuka,haas,grosjean,53.0,+99.254s,0.0,11
2016,suzuka,renault,jolyon_palmer,52.0,+1 lap,0.0,12
2016,suzuka,toro_rosso,kvyat,52.0,+1 lap,0.0,13
2016,suzuka,renault,kevin_magnussen,52.0,+1 lap,0.0,14
2016,suzuka,sauber,ericsson,52.0,+1 lap,0.0,15
2016,suzuka,mclaren,alonso,52.0,+1 lap,0.0,16
2016,suzuka,toro_rosso,sainz,52.0,+1 lap,0.0,17
2016,suzuka,mclaren,button,52.0,+1 lap,0.0,18
2016,suzuka,sauber,nasr,52.0,+1 lap,0.0,19
2016,suzuka,haas,gutierrez,52.0,+1 lap,0.0,20
2016,suzuka,manor,ocon,52.0,+1 lap,0.0,21
2016,suzuka,manor,wehrlein,52.0,+1 lap,0.0,22
2016,americas,mercedes,hamilton,56.0,1:38:12.618,25.0,1
2016,americas,mercedes,rosberg,56.0,+4.520s,18.0,2
2016,americas,red_bull,ricciardo,56.0,+19.692s,15.0,3
2016,americas,ferrari,vettel,56.0,+43.134s,12.0,4
2016,americas,mclaren,alonso,56.0,+93.953s,10.0,5
2016,americas,toro_rosso,sainz,56.0,+96.124s,8.0,6
2016,americas,williams,massa,55.0,+1 lap,6.0,7
2016,americas,force_india,perez,55.0,+1 lap,4.0,8
2016,americas,mclaren,button,55.0,+1 lap,2.0,9
2016,americas,haas,grosjean,55.0,+1 lap,1.0,10
2016,americas,toro_rosso,kvyat,55.0,+1 lap,0.0,11
2016,americas,renault,kevin_magnussen,55.0,+1 lap,0.0,12
2016,americas,renault,jolyon_palmer,55.0,+1 lap,0.0,13
2016,americas,sauber,ericsson,55.0,+1 lap,0.0,14
2016,americas,sauber,nasr,55.0,+1 lap,0.0,15
2016,americas,williams,bottas,55.0,+1 lap,0.0,16
2016,americas,manor,wehrlein,55.0,+1 lap,0.0,17
2016,americas,manor,ocon,54.0,+2 laps,0.0,18
2016,americas,ferrari,raikkonen,38.0,DNF,0.0,NC
2016,americas,red_bull,max_verstappen,28.0,DNF,0.0,NC
2016,americas,haas,gutierrez,16.0,DNF,0.0,NC
2016,americas,force_india,hulkenberg,1.0,DNF,0.0,NC
2016,rodriquez,mercedes,hamilton,71.0,1:40:31.402,25.0,1
2016,rodriquez,mercedes,rosberg,71.0,+8.354s,18.0,2
2016,rodriquez,red_bull,ricciardo,71.0,+20.858s,15.0,3
2016,rodriquez,red_bull,max_verstappen,71.0,+21.323s,12.0,4
2016,rodriquez,ferrari,vettel,71.0,+27.313s,10.0,5
2016,rodriquez,ferrari,raikkonen,71.0,+49.376s,8.0,6
2016,rodriquez,force_india,hulkenberg,71.0,+58.891s,6.0,7
2016,rodriquez,williams,bottas,71.0,+65.612s,4.0,8
2016,rodriquez,williams,massa,71.0,+76.206s,2.0,9
2016,rodriquez,force_india,perez,71.0,+76.798s,1.0,10
2016,rodriquez,sauber,ericsson,70.0,+1 lap,0.0,11
2016,rodriquez,mclaren,button,70.0,+1 lap,0.0,12
2016,rodriquez,mclaren,alonso,70.0,+1 lap,0.0,13
2016,rodriquez,renault,jolyon_palmer,70.0,+1 lap,0.0,14
2016,rodriquez,sauber,nasr,70.0,+1 lap,0.0,15
2016,rodriquez,toro_rosso,sainz,70.0,+1 lap,0.0,16
2016,rodriquez,renault,kevin_magnussen,70.0,+1 lap,0.0,17
2016,rodriquez,toro_rosso,kvyat,70.0,+1 lap,0.0,18
2016,rodriquez,haas,gutierrez,70.0,+1 lap,0.0,19
2016,rodriquez,haas,grosjean,70.0,+1 lap,0.0,20
2016,rodriquez,manor,ocon,69.0,+2 laps,0.0,21
2016,rodriquez,manor,wehrlein,0.0,DNF,0.0,NC
2016,interlagos,mercedes,hamilton,71.0,3:01:01.335,25.0,1
2016,interlagos,mercedes,rosberg,71.0,+11.455s,18.0,2
2016,interlagos,red_bull,max_verstappen,71.0,+21.481s,15.0,3
2016,interlagos,force_india,perez,71.0,+25.346s,12.0,4
2016,interlagos,ferrari,vettel,71.0,+26.334s,10.0,5
2016,interlagos,toro_rosso,sainz,71.0,+29.160s,8.0,6
2016,interlagos,force_india,hulkenberg,71.0,+29.827s,6.0,7
2016,interlagos,red_bull,ricciardo,71.0,+30.486s,4.0,8
2016,interlagos,sauber,nasr,71.0,+42.620s,2.0,9
2016,interlagos,mclaren,alonso,71.0,+44.432s,1.0,10
2016,interlagos,williams,bottas,71.0,+45.292s,0.0,11
2016,interlagos,manor,ocon,71.0,+45.809s,0.0,12
2016,interlagos,toro_rosso,kvyat,71.0,+51.192s,0.0,13
2016,interlagos,renault,kevin_magnussen,71.0,+51.555s,0.0,14
2016,interlagos,manor,wehrlein,71.0,+60.498s,0.0,15
2016,interlagos,mclaren,button,71.0,+81.994s,0.0,16
2016,interlagos,haas,gutierrez,60.0,DNF,0.0,NC
2016,interlagos,williams,massa,46.0,DNF,0.0,NC
2016,interlagos,renault,jolyon_palmer,20.0,DNF,0.0,NC
2016,interlagos,ferrari,raikkonen,19.0,DNF,0.0,NC
2016,interlagos,sauber,ericsson,11.0,DNF,0.0,NC
2016,interlagos,haas,grosjean,0.0,DNS,0.0,NC
2016,yas_marina,mercedes,hamilton,55.0,1:38:04.013,25.0,1
2016,yas_marina,mercedes,rosberg,55.0,+0.439s,18.0,2
2016,yas_marina,ferrari,vettel,55.0,+0.843s,15.0,3
2016,yas_marina,red_bull,max_verstappen,55.0,+1.685s,12.0,4
2016,yas_marina,red_bull,ricciardo,55.0,+5.315s,10.0,5
2016,yas_marina,ferrari,raikkonen,55.0,+18.816s,8.0,6
2016,yas_marina,force_india,hulkenberg,55.0,+50.114s,6.0,7
2016,yas_marina,force_india,perez,55.0,+58.776s,4.0,8
2016,yas_marina,williams,massa,55.0,+59.436s,2.0,9
2016,yas_marina,mclaren,alonso,55.0,+59.896s,1.0,10
2016,yas_marina,haas,grosjean,55.0,+76.777s,0.0,11
2016,yas_marina,haas,gutierrez,55.0,+95.113s,0.0,12
2016,yas_marina,manor,ocon,54.0,+1 lap,0.0,13
2016,yas_marina,manor,wehrlein,54.0,+1 lap,0.0,14
2016,yas_marina,sauber,ericsson,54.0,+1 lap,0.0,15
2016,yas_marina,sauber,nasr,54.0,+1 lap,0.0,16
2016,yas_marina,renault,jolyon_palmer,54.0,+1 lap,0.0,17
2016,yas_marina,toro_rosso,sainz,41.0,DNF,0.0,NC
2016,yas_marina,toro_rosso,kvyat,14.0,DNF,0.0,NC
2016,yas_marina,mclaren,button,12.0,DNF,0.0,NC
2016,yas_marina,williams,bottas,6.0,DNF,0.0,NC
2016,yas_marina,renault,kevin_magnussen,5.0,DNF,0.0,NC
2017,albert_park,ferrari,vettel,57.0,1:24:11.672,25.0,1
2017,albert_park,mercedes,hamilton,57.0,+9.975s,18.0,2
2017,albert_park,mercedes,bottas,57.0,+11.250s,15.0,3
2017,albert_park,ferrari,raikkonen,57.0,+22.393s,12.0,4
2017,albert_park,red_bull,max_verstappen,57.0,+28.827s,10.0,5
2017,albert_park,williams,massa,57.0,+83.386s,8.0,6
2017,albert_park,force_india,perez,56.0,+1 lap,6.0,7
2017,albert_park,toro_rosso,sainz,56.0,+1 lap,4.0,8
2017,albert_park,toro_rosso,kvyat,56.0,+1 lap,2.0,9
2017,albert_park,force_india,ocon,56.0,+1 lap,1.0,10
2017,albert_park,renault,hulkenberg,56.0,+1 lap,0.0,11
2017,albert_park,sauber,giovinazzi,55.0,+2 laps,0.0,12
2017,albert_park,mclaren,vandoorne,55.0,+2 laps,0.0,13
2017,albert_park,mclaren,alonso,50.0,DNF,0.0,NC
2017,albert_park,haas,kevin_magnussen,46.0,DNF,0.0,NC
2017,albert_park,williams,stroll,40.0,DNF,0.0,NC
2017,albert_park,red_bull,ricciardo,25.0,DNF,0.0,NC
2017,albert_park,sauber,ericsson,21.0,DNF,0.0,NC
2017,albert_park,renault,jolyon_palmer,15.0,DNF,0.0,NC
2017,albert_park,haas,grosjean,13.0,DNF,0.0,NC
2017,shanghai,mercedes,hamilton,56.0,1:37:36.158,25.0,1
2017,shanghai,ferrari,vettel,56.0,+6.250s,18.0,2
2017,shanghai,red_bull,max_verstappen,56.0,+45.192s,15.0,3
2017,shanghai,red_bull,ricciardo,56.0,+46.035s,12.0,4
2017,shanghai,ferrari,raikkonen,56.0,+48.076s,10.0,5
2017,shanghai,mercedes,bottas,56.0,+48.808s,8.0,6
2017,shanghai,toro_rosso,sainz,56.0,+72.893s,6.0,7
2017,shanghai,haas,kevin_magnussen,55.0,+1 lap,4.0,8
2017,shanghai,force_india,perez,55.0,+1 lap,2.0,9
2017,shanghai,force_india,ocon,55.0,+1 lap,1.0,10
2017,shanghai,haas,grosjean,55.0,+1 lap,0.0,11
2017,shanghai,renault,hulkenberg,55.0,+1 lap,0.0,12
2017,shanghai,renault,jolyon_palmer,55.0,+1 lap,0.0,13
2017,shanghai,williams,massa,55.0,+1 lap,0.0,14
2017,shanghai,sauber,ericsson,55.0,+1 lap,0.0,15
2017,shanghai,mclaren,alonso,33.0,DNF,0.0,NC
2017,shanghai,toro_rosso,kvyat,18.0,DNF,0.0,NC
2017,shanghai,mclaren,vandoorne,17.0,DNF,0.0,NC
2017,shanghai,sauber,giovinazzi,3.0,DNF,0.0,NC
2017,shanghai,williams,stroll,0.0,DNF,0.0,NC
2017,bahrain,ferrari,vettel,57.0,1:33:53.374,25.0,1
2017,bahrain,mercedes,hamilton,57.0,+6.660s,18.0,2
2017,bahrain,mercedes,bottas,57.0,+20.397s,15.0,3
2017,bahrain,ferrari,raikkonen,57.0,+22.475s,12.0,4
2017,bahrain,red_bull,ricciardo,57.0,+39.346s,10.0,5
2017,bahrain,williams,massa,57.0,+54.326s,8.0,6
2017,bahrain,force_india,perez,57.0,+62.606s,6.0,7
2017,bahrain,haas,grosjean,57.0,+74.865s,4.0,8
2017,bahrain,renault,hulkenberg,57.0,+80.188s,2.0,9
2017,bahrain,force_india,ocon,57.0,+95.711s,1.0,10
2017,bahrain,sauber,wehrlein,56.0,+1 lap,0.0,11
2017,bahrain,toro_rosso,kvyat,56.0,+1 lap,0.0,12
2017,bahrain,renault,jolyon_palmer,56.0,+1 lap,0.0,13
2017,bahrain,mclaren,alonso,54.0,DNF,0.0,14
2017,bahrain,sauber,ericsson,50.0,DNF,0.0,NC
2017,bahrain,toro_rosso,sainz,12.0,DNF,0.0,NC
2017,bahrain,williams,stroll,12.0,DNF,0.0,NC
2017,bahrain,red_bull,max_verstappen,11.0,DNF,0.0,NC
2017,bahrain,haas,kevin_magnussen,8.0,DNF,0.0,NC
2017,bahrain,mclaren,vandoorne,0.0,DNS,0.0,NC
2017,sochi,mercedes,bottas,52.0,1:28:08.743,25.0,1
2017,sochi,ferrari,vettel,52.0,+0.617s,18.0,2
2017,sochi,ferrari,raikkonen,52.0,+11.000s,15.0,3
2017,sochi,mercedes,hamilton,52.0,+36.320s,12.0,4
2017,sochi,red_bull,max_verstappen,52.0,+60.416s,10.0,5
2017,sochi,force_india,perez,52.0,+86.788s,8.0,6
2017,sochi,force_india,ocon,52.0,+95.004s,6.0,7
2017,sochi,renault,hulkenberg,52.0,+96.188s,4.0,8
2017,sochi,williams,massa,51.0,+1 lap,2.0,9
2017,sochi,toro_rosso,sainz,51.0,+1 lap,1.0,10
2017,sochi,williams,stroll,51.0,+1 lap,0.0,11
2017,sochi,toro_rosso,kvyat,51.0,+1 lap,0.0,12
2017,sochi,haas,kevin_magnussen,51.0,+1 lap,0.0,13
2017,sochi,mclaren,vandoorne,51.0,+1 lap,0.0,14
2017,sochi,sauber,ericsson,51.0,+1 lap,0.0,15
2017,sochi,sauber,wehrlein,50.0,+2 laps,0.0,16
2017,sochi,red_bull,ricciardo,5.0,DNF,0.0,NC
2017,sochi,renault,jolyon_palmer,0.0,DNF,0.0,NC
2017,sochi,haas,grosjean,0.0,DNF,0.0,NC
2017,sochi,mclaren,alonso,0.0,DNS,0.0,NC
2017,catalunya,mercedes,hamilton,66.0,1:35:56.497,25.0,1
2017,catalunya,ferrari,vettel,66.0,+3.490s,18.0,2
2017,catalunya,red_bull,ricciardo,66.0,+75.820s,15.0,3
2017,catalunya,force_india,perez,65.0,+1 lap,12.0,4
2017,catalunya,force_india,ocon,65.0,+1 lap,10.0,5
2017,catalunya,renault,hulkenberg,65.0,+1 lap,8.0,6
2017,catalunya,toro_rosso,sainz,65.0,+1 lap,6.0,7
2017,catalunya,sauber,wehrlein,65.0,+1 lap,4.0,8
2017,catalunya,toro_rosso,kvyat,65.0,+1 lap,2.0,9
2017,catalunya,haas,grosjean,65.0,+1 lap,1.0,10
2017,catalunya,sauber,ericsson,64.0,+2 laps,0.0,11
2017,catalunya,mclaren,alonso,64.0,+2 laps,0.0,12
2017,catalunya,williams,massa,64.0,+2 laps,0.0,13
2017,catalunya,haas,kevin_magnussen,64.0,+2 laps,0.0,14
2017,catalunya,renault,jolyon_palmer,64.0,+2 laps,0.0,15
2017,catalunya,williams,stroll,64.0,+2 laps,0.0,16
2017,catalunya,mercedes,bottas,38.0,DNF,0.0,NC
2017,catalunya,mclaren,vandoorne,32.0,DNF,0.0,NC
2017,catalunya,red_bull,max_verstappen,1.0,DNF,0.0,NC
2017,catalunya,ferrari,raikkonen,0.0,DNF,0.0,NC
2017,monaco,ferrari,vettel,78.0,1:44:44.340,25.0,1
2017,monaco,ferrari,raikkonen,78.0,+3.145s,18.0,2
2017,monaco,red_bull,ricciardo,78.0,+3.745s,15.0,3
2017,monaco,mercedes,bottas,78.0,+5.517s,12.0,4
2017,monaco,red_bull,max_verstappen,78.0,+6.199s,10.0,5
2017,monaco,toro_rosso,sainz,78.0,+12.038s,8.0,6
2017,monaco,mercedes,hamilton,78.0,+15.801s,6.0,7
2017,monaco,haas,grosjean,78.0,+18.150s,4.0,8
2017,monaco,williams,massa,78.0,+19.445s,2.0,9
2017,monaco,haas,kevin_magnussen,78.0,+21.443s,1.0,10
2017,monaco,renault,jolyon_palmer,78.0,+22.737s,0.0,11
2017,monaco,force_india,ocon,78.0,+23.725s,0.0,12
2017,monaco,force_india,perez,78.0,+49.089s,0.0,13
2017,monaco,toro_rosso,kvyat,71.0,DNF,0.0,14
2017,monaco,williams,stroll,71.0,DNF,0.0,15
2017,monaco,mclaren,vandoorne,66.0,DNF,0.0,NC
2017,monaco,sauber,ericsson,63.0,DNF,0.0,NC
2017,monaco,mclaren,button,57.0,DNF,0.0,NC
2017,monaco,sauber,wehrlein,57.0,DNF,0.0,NC
2017,monaco,renault,hulkenberg,15.0,DNF,0.0,NC
2017,villeneuve,mercedes,hamilton,70.0,1:33:05.154,25.0,1
2017,villeneuve,mercedes,bottas,70.0,+19.783s,18.0,2
2017,villeneuve,red_bull,ricciardo,70.0,+35.297s,15.0,3
2017,villeneuve,ferrari,vettel,70.0,+35.907s,12.0,4
2017,villeneuve,force_india,perez,70.0,+40.476s,10.0,5
2017,villeneuve,force_india,ocon,70.0,+40.716s,8.0,6
2017,villeneuve,ferrari,raikkonen,70.0,+58.632s,6.0,7
2017,villeneuve,renault,hulkenberg,70.0,+60.374s,4.0,8
2017,villeneuve,williams,stroll,69.0,+1 lap,2.0,9
2017,villeneuve,haas,grosjean,69.0,+1 lap,1.0,10
2017,villeneuve,renault,jolyon_palmer,69.0,+1 lap,0.0,11
2017,villeneuve,haas,kevin_magnussen,69.0,+1 lap,0.0,12
2017,villeneuve,sauber,ericsson,69.0,+1 lap,0.0,13
2017,villeneuve,mclaren,vandoorne,69.0,+1 lap,0.0,14
2017,villeneuve,sauber,wehrlein,68.0,+2 laps,0.0,15
2017,villeneuve,mclaren,alonso,66.0,DNF,0.0,16
2017,villeneuve,toro_rosso,kvyat,54.0,DNF,0.0,NC
2017,villeneuve,red_bull,max_verstappen,10.0,DNF,0.0,NC
2017,villeneuve,williams,massa,0.0,DNF,0.0,NC
2017,villeneuve,toro_rosso,sainz,0.0,DNF,0.0,NC
2017,baku,red_bull,ricciardo,51.0,2:03:55.573,25.0,1
2017,baku,mercedes,bottas,51.0,+3.904s,18.0,2
2017,baku,williams,stroll,51.0,+4.009s,15.0,3
2017,baku,ferrari,vettel,51.0,+5.976s,12.0,4
2017,baku,mercedes,hamilton,51.0,+6.188s,10.0,5
2017,baku,force_india,ocon,51.0,+30.298s,8.0,6
2017,baku,haas,kevin_magnussen,51.0,+41.753s,6.0,7
2017,baku,toro_rosso,sainz,51.0,+49.400s,4.0,8
2017,baku,mclaren,alonso,51.0,+59.551s,2.0,9
2017,baku,sauber,wehrlein,51.0,+89.093s,1.0,10
2017,baku,sauber,ericsson,51.0,+91.794s,0.0,11
