season,circuit_id,constructor_id,driver_id,Laps,Points,Rank,round,Points Before GP,Finished,grid,constructor_country_of_origin,updated_wins,updated_poles,year_of_birth,height (cm),weight (kg),driver_country_of_origin,updated_driver_wins,updated_driver_poles,Engine Manufacturer,Engine,Displacement,Cylinders,Valves,driver_age,circuit_country,configuration,length (km),number_of_corners,drs_zones,driver_home_race,constructor_home_race,weather_category_Clear,weather_category_Cloudy,weather_category_Rainy,weather_category_Warm,weather_category_Windy,salary
2021,jeddah,mercedes,bottas,50,15.0,3,21,196.0,1,2,Germany,124,135,1989,173,70,Finland,10,20,Mercedes,Mercedes M12 E Performance,1600,6,24,32,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,10000000.0
2021,jeddah,alpine,ocon,50,12.0,4,21,60.0,1,9,France,1,0,1996,186,66,France,1,0,Renault,Renault E Tech 21,1600,6,24,25,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,5000000.0
2021,jeddah,mclaren,ricciardo,50,10.0,5,21,104.0,1,11,United Kingdom,183,156,1989,175,64,Australia,8,3,Mercedes,Mercedes M12 E Performance,1600,6,24,32,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,10000000.0
2021,jeddah,alphatauri,gasly,50,8.0,6,21,92.0,1,6,Italy,1,0,1996,177,68,France,1,0,Honda,Honda RA621H,1600,6,24,25,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,5000000.0
2021,jeddah,ferrari,leclerc,50,6.0,7,21,152.0,1,4,Italy,238,230,1997,180,65,Monaco,2,9,Ferrari,Ferrari Tipo 066,1600,6,24,24,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,12000000.0
2021,jeddah,ferrari,sainz,50,4.0,8,21,144.5,1,15,Italy,238,230,1994,177,66,Spain,0,0,Ferrari,Ferrari Tipo 066,1600,6,24,27,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,8000000.0
2021,jeddah,alfa,giovinazzi,50,2.0,9,21,1.0,1,10,Switzerland,10,12,1993,185,70,Italy,0,0,Ferrari,Ferrari Tipo 066,1600,6,24,28,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,1000000.0
2021,jeddah,mclaren,norris,50,1.0,10,21,153.0,1,7,United Kingdom,183,156,1999,170,64,United Kingdom,0,1,Mercedes,Mercedes M12 E Performance,1600,6,24,22,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,3000000.0
2021,jeddah,aston_martin,stroll,50,0.0,11,21,34.0,1,18,United Kingdom,0,0,1998,182,70,Canada,0,1,Mercedes,Mercedes M12 E Performance,1600,6,24,23,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,1915000.0
2021,jeddah,williams,latifi,50,0.0,12,21,7.0,1,16,United Kingdom,114,128,1995,185,74,Canada,0,0,Mercedes,Mercedes M12 E Performance,1600,6,24,26,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,1000000.0
2021,jeddah,alpine,alonso,49,0.0,13,21,77.0,1,13,France,1,0,1981,171,68,Spain,32,22,Renault,Renault E Tech 21,1600,6,24,40,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,25000000.0
2021,jeddah,alphatauri,tsunoda,49,0.0,14,21,20.0,1,8,Italy,1,0,2000,158,61,Japan,0,0,Honda,Honda RA621H,1600,6,24,21,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,500000.0
2021,jeddah,alfa,raikkonen,49,0.0,15,21,10.0,1,12,Switzerland,10,12,1979,175,62,Finland,22,18,Ferrari,Ferrari Tipo 066,1600,6,24,42,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,10000000.0
2021,jeddah,haas,mazepin,14,0.0,16,21,0.0,0,20,USA,0,0,1999,176,68,Russia,0,0,Ferrari,Ferrari Tipo 066,1600,6,24,22,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,1000000.0
2021,jeddah,haas,mick_schumacher,8,0.0,17,21,0.0,0,19,USA,0,0,1999,170,60,Germany,0,0,Ferrari,Ferrari Tipo 066,1600,6,24,22,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,1000000.0
2021,jeddah,red_bull,perez,14,0.0,18,21,190.0,0,5,Austria,74,72,1990,173,63,Mexico,2,0,Honda,Honda RA621H,1600,6,24,31,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,5000000.0
2021,jeddah,williams,russell,14,0.0,19,21,16.0,0,14,United Kingdom,114,128,1998,185,70,United Kingdom,0,0,Mercedes,Mercedes M12 E Performance,1600,6,24,23,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,1000000.0
2021,jeddah,aston_martin,vettel,44,0.0,20,21,43.0,0,17,United Kingdom,0,0,1987,176,58,Germany,53,57,Mercedes,Mercedes M12 E Performance,1600,6,24,34,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,15000000.0
2021,yas_marina,red_bull,max_verstappen,58,26.0,1,22,362.5,1,1,Austria,75,73,1997,180,67,Netherlands,20,13,Honda,Honda RA621H,1600,6,24,24,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,25000000.0
2021,yas_marina,mercedes,hamilton,58,18.0,2,22,367.5,1,2,Germany,124,135,1985,175,66,United Kingdom,103,103,Mercedes,Mercedes M12 E Performance,1600,6,24,36,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,55000000.0
2021,yas_marina,ferrari,sainz,58,15.0,3,22,148.5,1,5,Italy,238,230,1994,177,66,Spain,0,0,Ferrari,Ferrari Tipo 066,1600,6,24,27,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,8000000.0
2021,yas_marina,alphatauri,tsunoda,58,12.0,4,22,20.0,1,8,Italy,1,0,2000,158,61,Japan,0,0,Honda,Honda RA621H,1600,6,24,21,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,500000.0
2021,yas_marina,alphatauri,gasly,58,10.0,5,22,100.0,1,12,Italy,1,0,1996,177,68,France,1,0,Honda,Honda RA621H,1600,6,24,25,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,5000000.0
2021,yas_marina,mercedes,bottas,58,8.0,6,22,211.0,1,6,Germany,124,135,1989,173,70,Finland,10,20,Mercedes,Mercedes M12 E Performance,1600,6,24,32,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,10000000.0
2021,yas_marina,mclaren,norris,58,6.0,7,22,154.0,1,3,United Kingdom,183,156,1999,170,64,United Kingdom,0,1,Mercedes,Mercedes M12 E Performance,1600,6,24,22,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,3000000.0
2021,yas_marina,alpine,alonso,58,4.0,8,22,77.0,1,11,France,1,0,1981,171,68,Spain,32,22,Renault,Renault E Tech 21,1600,6,24,40,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,25000000.0
2021,yas_marina,alpine,ocon,58,2.0,9,22,72.0,1,9,France,1,0,1996,186,66,France,1,0,Renault,Renault E Tech 21,1600,6,24,25,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,5000000.0
2021,yas_marina,ferrari,leclerc,58,1.0,10,22,158.0,1,7,Italy,238,230,1997,180,65,Monaco,2,9,Ferrari,Ferrari Tipo 066,1600,6,24,24,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,12000000.0
2021,yas_marina,aston_martin,vettel,58,0.0,11,22,43.0,1,15,United Kingdom,0,0,1987,176,58,Germany,53,57,Mercedes,Mercedes M12 E Performance,1600,6,24,34,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,15000000.0
2021,yas_marina,mclaren,ricciardo,57,0.0,12,22,114.0,1,10,United Kingdom,183,156,1989,175,64,Australia,8,3,Mercedes,Mercedes M12 E Performance,1600,6,24,32,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,10000000.0
2021,yas_marina,aston_martin,stroll,57,0.0,13,22,34.0,1,13,United Kingdom,0,0,1998,182,70,Canada,0,1,Mercedes,Mercedes M12 E Performance,1600,6,24,23,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,1915000.0
2021,yas_marina,haas,mick_schumacher,57,0.0,14,22,0.0,1,19,USA,0,0,1999,170,60,Germany,0,0,Ferrari,Ferrari Tipo 066,1600,6,24,22,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,1000000.0
2021,yas_marina,red_bull,perez,55,0.0,15,22,190.0,0,4,Austria,75,73,1990,173,63,Mexico,2,0,Honda,Honda RA621H,1600,6,24,31,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,5000000.0
2021,yas_marina,alfa,giovinazzi,33,0.0,16,22,3.0,0,14,Switzerland,10,12,1993,185,70,Italy,0,0,Ferrari,Ferrari Tipo 066,1600,6,24,28,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,1000000.0
2021,yas_marina,williams,latifi,50,0.0,17,22,7.0,0,16,United Kingdom,114,128,1995,185,74,Canada,0,0,Mercedes,Mercedes M12 E Performance,1600,6,24,26,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,1000000.0
2021,yas_marina,haas,mazepin,0,0.0,18,22,0.0,0,17,USA,0,0,1999,176,68,Russia,0,0,Ferrari,Ferrari Tipo 066,1600,6,24,22,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,1000000.0
2021,yas_marina,alfa,raikkonen,25,0.0,19,22,10.0,0,18,Switzerland,10,12,1979,175,62,Finland,22,18,Ferrari,Ferrari Tipo 066,1600,6,24,42,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,10000000.0
2021,yas_marina,williams,russell,26,0.0,20,22,16.0,0,17,United Kingdom,114,128,1998,185,70,United Kingdom,0,0,Mercedes,Mercedes M12 E Performance,1600,6,24,23,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,1000000.0
2022,bahrain,ferrari,leclerc,57,26.0,1,1,0.0,1,1,Italy,239,231,1997,180,65,Monaco,3,10,Ferrari,Ferrari Tipo 066/7,1600,6,24,25,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,12000000.0
2022,bahrain,ferrari,sainz,57,18.0,2,1,0.0,1,3,Italy,239,231,1994,177,66,Spain,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,28,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,10000000.0
2022,bahrain,mercedes,hamilton,57,15.0,3,1,0.0,1,5,Germany,124,135,1985,175,66,United Kingdom,103,103,Mercedes,Mercedes M13 E Performance,1600,6,24,37,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,40000000.0
2022,bahrain,mercedes,russell,57,12.0,4,1,0.0,1,9,Germany,124,135,1998,185,70,United Kingdom,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,24,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,5000000.0
2022,bahrain,haas,kevin_magnussen,57,10.0,5,1,0.0,1,7,USA,0,0,1992,174,68,Denmark,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,30,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,6000000.0
2022,bahrain,alfa,bottas,57,8.0,6,1,0.0,1,6,Switzerland,10,12,1989,173,70,Finland,10,20,Ferrari,Ferrari Tipo 066/7,1600,6,24,33,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,10000000.0
2022,bahrain,alpine,ocon,57,6.0,7,1,0.0,1,11,France,1,0,1996,186,66,France,1,0,Renault,Renault E Tech RE22,1600,6,24,26,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,5000000.0
2022,bahrain,alphatauri,tsunoda,57,4.0,8,1,0.0,1,16,Italy,1,0,2000,158,61,Japan,0,0,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,22,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,750000.0
2022,bahrain,alpine,alonso,57,2.0,9,1,0.0,1,8,France,1,0,1981,171,68,Spain,32,22,Renault,Renault E Tech RE22,1600,6,24,41,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,20000000.0
2022,bahrain,alfa,zhou,57,1.0,10,1,0.0,1,15,Switzerland,10,12,1999,176,66,China,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,23,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,1000000.0
2022,bahrain,haas,mick_schumacher,57,0.0,11,1,0.0,1,12,USA,0,0,1999,170,60,Germany,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,23,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,1000000.0
2022,bahrain,aston_martin,stroll,57,0.0,12,1,0.0,1,19,United Kingdom,0,0,1998,182,70,Canada,0,1,Mercedes,Mercedes M13 E Performance,1600,6,24,24,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,10000000.0
2022,bahrain,williams,albon,57,0.0,13,1,0.0,1,14,United Kingdom,114,128,1996,186,74,Thailand,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,26,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,2000000.0
2022,bahrain,mclaren,ricciardo,57,0.0,14,1,0.0,1,18,United Kingdom,183,156,1989,175,64,Australia,8,3,Mercedes,Mercedes M13 E Performance,1600,6,24,33,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,15000000.0
2022,bahrain,mclaren,norris,57,0.0,15,1,0.0,1,13,United Kingdom,183,156,1999,170,64,United Kingdom,0,1,Mercedes,Mercedes M13 E Performance,1600,6,24,23,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,20000000.0
2022,bahrain,williams,latifi,57,0.0,16,1,0.0,1,20,United Kingdom,114,128,1995,185,74,Canada,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,27,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,1000000.0
2022,bahrain,red_bull,perez,56,0.0,18,1,0.0,0,4,Austria,75,73,1990,173,63,Mexico,2,0,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,32,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,8000000.0
2022,bahrain,red_bull,max_verstappen,54,0.0,19,1,0.0,0,2,Austria,75,73,1997,180,67,Netherlands,20,13,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,25,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,25000000.0
2022,bahrain,alphatauri,gasly,44,0.0,20,1,0.0,0,10,Italy,1,0,1996,177,68,France,1,0,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,26,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,5000000.0
2022,jeddah,red_bull,max_verstappen,50,25.0,1,2,0.0,1,4,Austria,76,73,1997,180,67,Netherlands,21,13,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,25,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,25000000.0
2022,jeddah,ferrari,leclerc,50,19.0,2,2,26.0,1,2,Italy,239,231,1997,180,65,Monaco,3,10,Ferrari,Ferrari Tipo 066/7,1600,6,24,25,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,12000000.0
2022,jeddah,ferrari,sainz,50,15.0,3,2,18.0,1,3,Italy,239,231,1994,177,66,Spain,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,28,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,10000000.0
2022,jeddah,red_bull,perez,50,12.0,4,2,0.0,1,1,Austria,76,74,1990,173,63,Mexico,2,1,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,32,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,8000000.0
2022,jeddah,mercedes,russell,50,10.0,5,2,12.0,1,6,Germany,124,135,1998,185,70,United Kingdom,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,24,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,5000000.0
2022,jeddah,alpine,ocon,50,8.0,6,2,6.0,1,5,France,1,0,1996,186,66,France,1,0,Renault,Renault E Tech RE22,1600,6,24,26,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,5000000.0
2022,jeddah,mclaren,norris,50,6.0,7,2,0.0,1,11,United Kingdom,183,156,1999,170,64,United Kingdom,0,1,Mercedes,Mercedes M13 E Performance,1600,6,24,23,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,20000000.0
2022,jeddah,alphatauri,gasly,50,4.0,8,2,0.0,1,9,Italy,1,0,1996,177,68,France,1,0,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,26,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,5000000.0
2022,jeddah,haas,kevin_magnussen,50,2.0,9,2,10.0,1,10,USA,0,0,1992,174,68,Denmark,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,30,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,6000000.0
2022,jeddah,mercedes,hamilton,50,1.0,10,2,15.0,1,15,Germany,124,135,1985,175,66,United Kingdom,103,103,Mercedes,Mercedes M13 E Performance,1600,6,24,37,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,40000000.0
2022,jeddah,alfa,zhou,50,0.0,11,2,1.0,1,12,Switzerland,10,12,1999,176,66,China,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,23,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,1000000.0
2022,jeddah,aston_martin,stroll,49,0.0,13,2,0.0,1,13,United Kingdom,0,0,1998,182,70,Canada,0,1,Mercedes,Mercedes M13 E Performance,1600,6,24,24,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,10000000.0
2022,jeddah,williams,albon,47,0.0,14,2,0.0,0,16,United Kingdom,114,128,1996,186,74,Thailand,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,26,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,2000000.0
2022,jeddah,alpine,alonso,35,0.0,15,2,2.0,0,7,France,1,0,1981,171,68,Spain,32,22,Renault,Renault E Tech RE22,1600,6,24,41,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,20000000.0
2022,jeddah,alfa,bottas,36,0.0,16,2,8.0,0,8,Switzerland,10,12,1989,173,70,Finland,10,20,Ferrari,Ferrari Tipo 066/7,1600,6,24,33,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,10000000.0
2022,jeddah,williams,latifi,14,0.0,17,2,0.0,0,18,United Kingdom,114,128,1995,185,74,Canada,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,27,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,1000000.0
2022,jeddah,haas,mick_schumacher,0,0.0,18,2,0.0,0,19,USA,0,0,1999,170,60,Germany,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,23,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,1000000.0
2022,jeddah,mclaren,ricciardo,35,0.0,19,2,0.0,0,14,United Kingdom,183,156,1989,175,64,Australia,8,3,Mercedes,Mercedes M13 E Performance,1600,6,24,33,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,15000000.0
2022,jeddah,alphatauri,tsunoda,0,0.0,20,2,4.0,0,19,Italy,1,0,2000,158,61,Japan,0,0,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,22,Saudi Arabia,Street,6.174,27,3,0,0,1,0,0,0,0,750000.0
2022,albert_park,ferrari,leclerc,58,26.0,1,3,45.0,1,1,Italy,240,232,1997,180,65,Monaco,4,11,Ferrari,Ferrari Tipo 066/7,1600,6,24,25,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,12000000.0
2022,albert_park,red_bull,perez,58,18.0,2,3,12.0,1,3,Austria,76,74,1990,173,63,Mexico,2,1,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,32,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,8000000.0
2022,albert_park,mercedes,russell,58,15.0,3,3,22.0,1,6,Germany,124,135,1998,185,70,United Kingdom,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,24,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,5000000.0
2022,albert_park,mercedes,hamilton,58,12.0,4,3,16.0,1,5,Germany,124,135,1985,175,66,United Kingdom,103,103,Mercedes,Mercedes M13 E Performance,1600,6,24,37,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,40000000.0
2022,albert_park,mclaren,norris,58,10.0,5,3,6.0,1,4,United Kingdom,183,156,1999,170,64,United Kingdom,0,1,Mercedes,Mercedes M13 E Performance,1600,6,24,23,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,20000000.0
2022,albert_park,mclaren,ricciardo,58,8.0,6,3,0.0,1,7,United Kingdom,183,156,1989,175,64,Australia,8,3,Mercedes,Mercedes M13 E Performance,1600,6,24,33,Australia,Street,5.303,14,4,1,0,0,1,0,0,0,15000000.0
2022,albert_park,alpine,ocon,58,6.0,7,3,14.0,1,8,France,1,0,1996,186,66,France,1,0,Renault,Renault E Tech RE22,1600,6,24,26,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,5000000.0
2022,albert_park,alfa,bottas,58,4.0,8,3,8.0,1,12,Switzerland,10,12,1989,173,70,Finland,10,20,Ferrari,Ferrari Tipo 066/7,1600,6,24,33,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,10000000.0
2022,albert_park,alphatauri,gasly,58,2.0,9,3,4.0,1,11,Italy,1,0,1996,177,68,France,1,0,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,26,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,5000000.0
2022,albert_park,williams,albon,58,1.0,10,3,0.0,1,20,United Kingdom,114,128,1996,186,74,Thailand,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,26,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,2000000.0
2022,albert_park,alfa,zhou,58,0.0,11,3,1.0,1,14,Switzerland,10,12,1999,176,66,China,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,23,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,1000000.0
2022,albert_park,aston_martin,stroll,58,0.0,12,3,0.0,1,19,United Kingdom,0,0,1998,182,70,Canada,0,1,Mercedes,Mercedes M13 E Performance,1600,6,24,24,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,10000000.0
2022,albert_park,haas,mick_schumacher,57,0.0,13,3,0.0,1,15,USA,0,0,1999,170,60,Germany,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,23,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,1000000.0
2022,albert_park,haas,kevin_magnussen,57,0.0,14,3,12.0,1,16,USA,0,0,1992,174,68,Denmark,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,30,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,6000000.0
2022,albert_park,alphatauri,tsunoda,57,0.0,15,3,4.0,1,13,Italy,1,0,2000,158,61,Japan,0,0,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,22,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,750000.0
2022,albert_park,williams,latifi,57,0.0,16,3,0.0,1,18,United Kingdom,114,128,1995,185,74,Canada,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,27,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,1000000.0
2022,albert_park,alpine,alonso,57,0.0,17,3,2.0,1,10,France,1,0,1981,171,68,Spain,32,22,Renault,Renault E Tech RE22,1600,6,24,41,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,20000000.0
2022,albert_park,red_bull,max_verstappen,38,0.0,18,3,25.0,0,2,Austria,76,74,1997,180,67,Netherlands,21,13,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,25,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,25000000.0
2022,albert_park,ferrari,sainz,1,0.0,19,3,33.0,0,9,Italy,240,232,1994,177,66,Spain,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,28,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,10000000.0
2022,albert_park,aston_martin,vettel,22,0.0,20,3,0.0,0,17,United Kingdom,0,0,1987,176,58,Germany,53,57,Mercedes,Mercedes M13 E Performance,1600,6,24,35,Australia,Street,5.303,14,4,0,0,0,1,0,0,0,15000000.0
2022,imola,red_bull,max_verstappen,63,26.0,1,4,25.0,1,1,Austria,77,75,1997,180,67,Netherlands,22,14,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,25,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,25000000.0
2022,imola,red_bull,perez,63,18.0,2,4,30.0,1,3,Austria,77,75,1990,173,63,Mexico,2,1,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,32,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,8000000.0
2022,imola,mclaren,norris,63,15.0,3,4,16.0,1,5,United Kingdom,183,156,1999,170,64,United Kingdom,0,1,Mercedes,Mercedes M13 E Performance,1600,6,24,23,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,20000000.0
2022,imola,mercedes,russell,63,12.0,4,4,37.0,1,11,Germany,124,135,1998,185,70,United Kingdom,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,24,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,5000000.0
2022,imola,alfa,bottas,63,10.0,5,4,12.0,1,7,Switzerland,10,12,1989,173,70,Finland,10,20,Ferrari,Ferrari Tipo 066/7,1600,6,24,33,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,10000000.0
2022,imola,ferrari,leclerc,63,8.0,6,4,71.0,1,2,Italy,240,232,1997,180,65,Monaco,4,11,Ferrari,Ferrari Tipo 066/7,1600,6,24,25,Italy,Race,4.909,22,1,0,1,0,1,0,0,0,12000000.0
2022,imola,alphatauri,tsunoda,63,6.0,7,4,4.0,1,12,Italy,1,0,2000,158,61,Japan,0,0,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,22,Italy,Race,4.909,22,1,0,1,0,1,0,0,0,750000.0
2022,imola,aston_martin,vettel,63,4.0,8,4,0.0,1,13,United Kingdom,0,0,1987,176,58,Germany,53,57,Mercedes,Mercedes M13 E Performance,1600,6,24,35,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,15000000.0
2022,imola,haas,kevin_magnussen,63,2.0,9,4,12.0,1,8,USA,0,0,1992,174,68,Denmark,0,0,Ferrari,Ferrari Tipo 066/7,1600,6,24,30,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,6000000.0
2022,imola,aston_martin,stroll,62,1.0,10,4,0.0,1,15,United Kingdom,0,0,1998,182,70,Canada,0,1,Mercedes,Mercedes M13 E Performance,1600,6,24,24,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,10000000.0
2022,imola,williams,albon,62,0.0,11,4,1.0,1,18,United Kingdom,114,128,1996,186,74,Thailand,0,0,Mercedes,Mercedes M13 E Performance,1600,6,24,26,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,2000000.0
2022,imola,alphatauri,gasly,62,0.0,12,4,6.0,1,17,Italy,1,0,1996,177,68,France,1,0,Honda RBPT,Honda Red Bull RBPTH001,1600,6,24,26,Italy,Race,4.909,22,1,0,1,0,1,0,0,0,5000000.0
2022,imola,mercedes,hamilton,62,0.0,13,4,28.0,1,14,Germany,124,135,1985,175,66,United Kingdom,103,103,Mercedes,Mercedes M13 E Performance,1600,6,24,37,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,40000000.0
2022,imola,alpine,ocon,62,0.0,14,4,20.0,1,16,France,1,0,1996,186,66,France,1,0,Renault,Renault E Tech RE22,1600,6,24,26,Italy,Race,4.909,22,1,0,0,0,1,0,0,0,5000000.0
