season,circuit_id,constructor_id,driver_id,Laps,Points,Rank,round,Points Before GP,Finished,grid,constructor_country_of_origin,updated_wins,updated_poles,year_of_birth,height (cm),weight (kg),driver_country_of_origin,updated_driver_wins,updated_driver_poles,Engine Manufacturer,Engine,Displacement,Cylinders,Valves,driver_age,circuit_country,configuration,length (km),number_of_corners,drs_zones,driver_home_race,constructor_home_race,weather_category_Clear,weather_category_Cloudy,weather_category_Rainy,weather_category_Warm,weather_category_Windy,salary
2011,buddh,sauber,perez,59,1.0,10,17,13.0,1,20,Switzerland,1,1,1990,173,63,Mexico,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,21,India,Race,5.125,16,2,0,0,1,0,0,0,0,278000.0
2011,buddh,renault,petrov,59,0.0,11,17,36.0,1,16,France,35,51,1984,185,75,Russia,0,0,Renault,Renault RS27-2011,2400,8,32,27,India,Race,5.125,16,2,0,0,1,0,0,0,0,695000.0
2011,buddh,force_india,resta,59,0.0,13,17,21.0,1,12,India,0,1,1986,185,74,United Kingdom,0,0,Mercedes,Mercedes FO 108Y,2398,8,32,25,India,Race,5.125,16,2,0,1,1,0,0,0,0,278000.0
2011,buddh,lotus_f1,kovalainen,58,0.0,14,17,0.0,1,18,United Kingdom,0,0,1981,172,66,Finland,1,1,Renault,Renault RS27-2011,2400,8,32,30,India,Race,5.125,16,2,0,0,1,0,0,0,0,4170000.0
2011,buddh,williams,barrichello,58,0.0,15,17,4.0,1,15,United Kingdom,113,126,1972,172,77,Brazil,11,14,Cosworth,Cosworth CA2011,2400,8,32,39,India,Race,5.125,16,2,0,0,1,0,0,0,0,3058000.0
2011,buddh,virgin,ambrosio,57,0.0,16,17,0.0,1,21,United Kingdom,0,0,1985,172,62,Belgium,0,0,Cosworth,Cosworth CA2011,2400,8,32,26,India,Race,5.125,16,2,0,0,1,0,0,0,0,278000.0
2011,buddh,hrt,karthikeyan,57,0.0,17,17,0.0,1,24,Spain,0,0,1977,167,60,India,0,0,Cosworth,Cosworth CA2011,2400,8,32,34,India,Race,5.125,16,2,1,0,1,0,0,0,0,347500.0
2011,buddh,lotus_f1,trulli,55,0.0,19,17,0.0,1,19,United Kingdom,0,0,1974,173,60,Italy,1,4,Renault,Renault RS27-2011,2400,8,32,37,India,Race,5.125,16,2,0,0,1,0,0,0,0,1390000.0
2011,buddh,toro_rosso,buemi,24,0.0,20,17,15.0,0,9,Italy,1,1,1988,172,55,Switzerland,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,23,India,Race,5.125,16,2,0,0,1,0,0,0,0,556000.0
2011,buddh,virgin,glock,2,0.0,21,17,0.0,0,22,United Kingdom,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2011,2400,8,32,29,India,Race,5.125,16,2,0,0,1,0,0,0,0,2780000.0
2011,buddh,sauber,kobayashi,0,0.0,22,17,27.0,0,17,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,25,India,Race,5.125,16,2,0,0,1,0,0,0,0,1390000.0
2011,buddh,williams,maldonado,12,0.0,23,17,1.0,0,13,United Kingdom,113,126,1985,173,63,Venezuela,0,0,Cosworth,Cosworth CA2011,2400,8,32,26,India,Race,5.125,16,2,0,0,1,0,0,0,0,278000.0
2011,buddh,ferrari,massa,32,0.0,24,17,98.0,0,6,Italy,216,205,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,30,India,Race,5.125,16,2,0,0,1,0,0,0,0,12800000.0
2011,yas_marina,mclaren,hamilton,55,25.0,1,18,202.0,1,2,United Kingdom,175,147,1985,175,66,United Kingdom,17,19,Mercedes,Mercedes FO 108Y,2398,8,32,26,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,13900000.0
2011,yas_marina,ferrari,alonso,55,18.0,2,18,227.0,1,5,Italy,216,205,1981,171,68,Spain,27,20,Ferrari,Ferrari Tipo 056,2398,8,32,30,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,41700000.0
2011,yas_marina,mclaren,button,55,15.0,3,18,240.0,1,3,United Kingdom,175,147,1980,182,72,United Kingdom,12,7,Mercedes,Mercedes FO 108Y,2398,8,32,31,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,13900000.0
2011,yas_marina,red_bull,webber,55,12.0,4,18,221.0,1,4,Austria,26,36,1976,185,75,Australia,6,9,Renault,Renault RS27-2011,2400,8,32,35,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,11120000.0
2011,yas_marina,ferrari,massa,55,10.0,5,18,98.0,1,6,Italy,216,205,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,30,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,12800000.0
2011,yas_marina,mercedes,rosberg,55,8.0,6,18,75.0,1,7,Germany,9,8,1985,178,71,Germany,0,0,Mercedes,Mercedes FO 108Y,2398,8,32,26,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,11120000.0
2011,yas_marina,mercedes,michael_schumacher,55,6.0,7,18,70.0,1,8,Germany,9,8,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108Y,2398,8,32,42,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,11120000.0
2011,yas_marina,force_india,sutil,55,4.0,8,18,30.0,1,9,India,0,1,1983,183,75,Germany,0,0,Mercedes,Mercedes FO 108Y,2398,8,32,28,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,1390000.0
2011,yas_marina,force_india,resta,55,2.0,9,18,21.0,1,10,India,0,1,1986,185,74,United Kingdom,0,0,Mercedes,Mercedes FO 108Y,2398,8,32,25,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,278000.0
2011,yas_marina,sauber,kobayashi,54,1.0,10,18,27.0,1,16,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,25,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,1390000.0
2011,yas_marina,sauber,perez,54,0.0,11,18,14.0,1,11,Switzerland,1,1,1990,173,63,Mexico,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,21,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,278000.0
2011,yas_marina,williams,barrichello,54,0.0,12,18,4.0,1,24,United Kingdom,113,126,1972,172,77,Brazil,11,14,Cosworth,Cosworth CA2011,2400,8,32,39,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,3058000.0
2011,yas_marina,renault,petrov,54,0.0,13,18,36.0,1,12,France,35,51,1984,185,75,Russia,0,0,Renault,Renault RS27-2011,2400,8,32,27,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,695000.0
2011,yas_marina,williams,maldonado,54,0.0,14,18,1.0,1,23,United Kingdom,113,126,1985,173,63,Venezuela,0,0,Cosworth,Cosworth CA2011,2400,8,32,26,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,278000.0
2011,yas_marina,toro_rosso,alguersuari,54,0.0,15,18,26.0,1,15,Italy,1,1,1990,181,65,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,21,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,556000.0
2011,yas_marina,lotus_f1,kovalainen,54,0.0,17,18,0.0,1,17,United Kingdom,0,0,1981,172,66,Finland,1,1,Renault,Renault RS27-2011,2400,8,32,30,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,4170000.0
2011,yas_marina,lotus_f1,trulli,53,0.0,18,18,0.0,1,18,United Kingdom,0,0,1974,173,60,Italy,1,4,Renault,Renault RS27-2011,2400,8,32,37,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,1390000.0
2011,yas_marina,virgin,glock,53,0.0,19,18,0.0,1,19,United Kingdom,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2011,2400,8,32,29,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,2780000.0
2011,yas_marina,hrt,liuzzi,53,0.0,20,18,0.0,1,22,Spain,0,0,1980,169,68,Italy,0,0,Cosworth,Cosworth CA2011,2400,8,32,31,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,278000.0
2011,yas_marina,virgin,ambrosio,18,0.0,21,18,0.0,0,21,United Kingdom,0,0,1985,172,62,Belgium,0,0,Cosworth,Cosworth CA2011,2400,8,32,26,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,278000.0
2011,yas_marina,toro_rosso,buemi,19,0.0,22,18,15.0,0,13,Italy,1,1,1988,172,55,Switzerland,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,23,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,556000.0
2011,yas_marina,red_bull,vettel,1,0.0,24,18,374.0,0,1,Austria,26,37,1987,176,58,Germany,21,29,Renault,Renault RS27-2011,2400,8,32,24,UAE,Race,5.554,16,2,0,0,1,0,0,0,0,11120000.0
2011,interlagos,red_bull,webber,71,25.0,1,19,233.0,1,2,Austria,27,37,1976,185,75,Australia,7,9,Renault,Renault RS27-2011,2400,8,32,35,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,11120000.0
2011,interlagos,red_bull,vettel,71,18.0,2,19,374.0,1,1,Austria,27,38,1987,176,58,Germany,21,30,Renault,Renault RS27-2011,2400,8,32,24,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,11120000.0
2011,interlagos,mclaren,button,71,15.0,3,19,255.0,1,3,United Kingdom,175,147,1980,182,72,United Kingdom,12,7,Mercedes,Mercedes FO 108Y,2398,8,32,31,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,13900000.0
2011,interlagos,ferrari,alonso,71,12.0,4,19,245.0,1,5,Italy,216,205,1981,171,68,Spain,27,20,Ferrari,Ferrari Tipo 056,2398,8,32,30,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,41700000.0
2011,interlagos,ferrari,massa,71,10.0,5,19,108.0,1,7,Italy,216,205,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,30,Brazil,Race,4.309,15,2,1,0,1,0,0,0,0,12800000.0
2011,interlagos,force_india,sutil,70,8.0,6,19,34.0,1,8,India,0,1,1983,183,75,Germany,0,0,Mercedes,Mercedes FO 108Y,2398,8,32,28,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,1390000.0
2011,interlagos,mercedes,rosberg,70,6.0,7,19,83.0,1,6,Germany,9,8,1985,178,71,Germany,0,0,Mercedes,Mercedes FO 108Y,2398,8,32,26,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,11120000.0
2011,interlagos,force_india,resta,70,4.0,8,19,23.0,1,11,India,0,1,1986,185,74,United Kingdom,0,0,Mercedes,Mercedes FO 108Y,2398,8,32,25,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,278000.0
2011,interlagos,sauber,kobayashi,70,2.0,9,19,28.0,1,16,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,25,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,1390000.0
2011,interlagos,renault,petrov,70,1.0,10,19,36.0,1,15,France,35,51,1984,185,75,Russia,0,0,Renault,Renault RS27-2011,2400,8,32,27,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,695000.0
2011,interlagos,toro_rosso,alguersuari,70,0.0,11,19,26.0,1,13,Italy,1,1,1990,181,65,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,21,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,556000.0
2011,interlagos,toro_rosso,buemi,70,0.0,12,19,15.0,1,14,Italy,1,1,1988,172,55,Switzerland,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,23,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,556000.0
2011,interlagos,sauber,perez,70,0.0,13,19,14.0,1,17,Switzerland,1,1,1990,173,63,Mexico,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,21,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,278000.0
2011,interlagos,williams,barrichello,70,0.0,14,19,4.0,1,12,United Kingdom,113,126,1972,172,77,Brazil,11,14,Cosworth,Cosworth CA2011,2400,8,32,39,Brazil,Race,4.309,15,2,1,0,1,0,0,0,0,3058000.0
2011,interlagos,mercedes,michael_schumacher,70,0.0,15,19,76.0,1,10,Germany,9,8,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108Y,2398,8,32,42,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,11120000.0
2011,interlagos,lotus_f1,kovalainen,69,0.0,16,19,0.0,1,19,United Kingdom,0,0,1981,172,66,Finland,1,1,Renault,Renault RS27-2011,2400,8,32,30,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,4170000.0
2011,interlagos,lotus_f1,trulli,69,0.0,18,19,0.0,1,20,United Kingdom,0,0,1974,173,60,Italy,1,4,Renault,Renault RS27-2011,2400,8,32,37,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,1390000.0
2011,interlagos,virgin,ambrosio,68,0.0,19,19,0.0,1,23,United Kingdom,0,0,1985,172,62,Belgium,0,0,Cosworth,Cosworth CA2011,2400,8,32,26,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,278000.0
2011,interlagos,virgin,glock,21,0.0,21,19,0.0,0,24,United Kingdom,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2011,2400,8,32,29,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,2780000.0
2011,interlagos,mclaren,hamilton,46,0.0,22,19,227.0,0,4,United Kingdom,175,147,1985,175,66,United Kingdom,17,19,Mercedes,Mercedes FO 108Y,2398,8,32,26,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,13900000.0
2011,interlagos,hrt,liuzzi,61,0.0,23,19,0.0,0,21,Spain,0,0,1980,169,68,Italy,0,0,Cosworth,Cosworth CA2011,2400,8,32,31,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,278000.0
2011,interlagos,williams,maldonado,26,0.0,24,19,1.0,0,18,United Kingdom,113,126,1985,173,63,Venezuela,0,0,Cosworth,Cosworth CA2011,2400,8,32,26,Brazil,Race,4.309,15,2,0,0,1,0,0,0,0,278000.0
2012,albert_park,mclaren,button,58,25.0,1,1,0.0,1,2,United Kingdom,176,147,1980,182,72,United Kingdom,13,7,Mercedes,Mercedes FO 108Z,2398,8,32,32,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,20500000.0
2012,albert_park,red_bull,vettel,58,18.0,2,1,0.0,1,6,Austria,27,38,1987,176,58,Germany,21,30,Renault,Renault RS27-2012,2400,8,32,25,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,12800000.0
2012,albert_park,mclaren,hamilton,58,15.0,3,1,0.0,1,1,United Kingdom,176,148,1985,175,66,United Kingdom,17,20,Mercedes,Mercedes FO 108Z,2398,8,32,27,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,20480000.0
2012,albert_park,red_bull,webber,58,12.0,4,1,0.0,1,5,Austria,27,38,1976,185,75,Australia,7,9,Renault,Renault RS27-2012,2400,8,32,36,Australia,Street,5.303,14,4,1,0,1,0,0,0,0,12800000.0
2012,albert_park,ferrari,alonso,58,10.0,5,1,0.0,1,12,Italy,216,205,1981,171,68,Spain,27,20,Ferrari,Ferrari Tipo 056,2398,8,32,31,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,38400000.0
2012,albert_park,sauber,kobayashi,58,8.0,6,1,0.0,1,13,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,26,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,1280000.0
2012,albert_park,lotus_f1,raikkonen,58,6.0,7,1,0.0,1,17,United Kingdom,0,0,1979,175,62,Finland,19,16,Renault,Renault RS27-2012,2400,8,32,33,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,6400000.0
2012,albert_park,sauber,perez,58,4.0,8,1,0.0,1,22,Switzerland,1,1,1990,173,63,Mexico,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,640000.0
2012,albert_park,toro_rosso,ricciardo,58,2.0,9,1,0.0,1,10,Italy,1,1,1989,175,64,Australia,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,23,Australia,Street,5.303,14,4,1,0,1,0,0,0,0,512000.0
2012,albert_park,force_india,resta,58,1.0,10,1,0.0,1,15,India,0,1,1986,185,74,United Kingdom,0,0,Mercedes,Mercedes FO 108Z,2398,8,32,26,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,256000.0
2012,albert_park,toro_rosso,vergne,58,0.0,11,1,0.0,1,11,Italy,1,1,1990,182,69,France,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,512000.0
2012,albert_park,mercedes,rosberg,58,0.0,12,1,0.0,1,7,Germany,9,8,1985,178,71,Germany,0,0,Mercedes,Mercedes FO 108Z,2398,8,32,27,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,12800000.0
2012,albert_park,williams,maldonado,57,0.0,13,1,0.0,0,8,United Kingdom,113,126,1985,173,63,Venezuela,0,0,Renault,Renault RS27-2012,2400,8,32,27,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,512000.0
2012,albert_park,marussia,glock,57,0.0,14,1,0.0,1,20,Russia,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2012,2400,8,32,30,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,3840000.0
2012,albert_park,marussia,pic,53,0.0,15,1,0.0,0,21,Russia,0,0,1990,178,60,France,0,0,Cosworth,Cosworth CA2012,2400,8,32,22,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,192000.0
2012,albert_park,williams,bruno_senna,52,0.0,16,1,0.0,0,14,United Kingdom,113,126,1983,180,69,Brazil,0,0,Renault,Renault RS27-2012,2400,8,32,29,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,320000.0
2012,albert_park,lotus_f1,grosjean,1,0.0,17,1,0.0,0,3,United Kingdom,0,0,1986,180,71,France,0,0,Renault,Renault RS27-2012,2400,8,32,26,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,1280000.0
2012,albert_park,force_india,hulkenberg,0,0.0,18,1,0.0,0,9,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes FO 108Z,2398,8,32,25,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,640000.0
2012,albert_park,caterham,kovalainen,38,0.0,19,1,0.0,0,18,Malaysia,210,203,1981,172,66,Finland,1,1,Renault,Renault RS27-2012,2400,8,32,31,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,5120000.0
2012,albert_park,ferrari,massa,46,0.0,20,1,0.0,0,16,Italy,216,205,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,31,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,13900000.0
2012,albert_park,mercedes,michael_schumacher,10,0.0,21,1,0.0,0,4,Germany,9,8,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108Z,2398,8,32,43,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,10240000.0
2012,albert_park,caterham,petrov,34,0.0,22,1,0.0,0,19,Malaysia,210,203,1984,185,75,Russia,0,0,Renault,Renault RS27-2012,2400,8,32,28,Australia,Street,5.303,14,4,0,0,1,0,0,0,0,640000.0
2012,sepang,ferrari,alonso,56,25.0,1,2,10.0,1,8,Italy,217,205,1981,171,68,Spain,28,20,Ferrari,Ferrari Tipo 056,2398,8,32,31,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,38400000.0
2012,sepang,sauber,perez,56,18.0,2,2,4.0,1,9,Switzerland,1,1,1990,173,63,Mexico,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,640000.0
2012,sepang,mclaren,hamilton,56,15.0,3,2,15.0,1,1,United Kingdom,176,149,1985,175,66,United Kingdom,17,21,Mercedes,Mercedes FO 108Z,2398,8,32,27,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,20480000.0
2012,sepang,red_bull,webber,56,12.0,4,2,12.0,1,4,Austria,27,38,1976,185,75,Australia,7,9,Renault,Renault RS27-2012,2400,8,32,36,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,12800000.0
2012,sepang,lotus_f1,raikkonen,56,10.0,5,2,6.0,1,10,United Kingdom,0,0,1979,175,62,Finland,19,16,Renault,Renault RS27-2012,2400,8,32,33,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,6400000.0
2012,sepang,williams,bruno_senna,56,8.0,6,2,0.0,1,13,United Kingdom,113,126,1983,180,69,Brazil,0,0,Renault,Renault RS27-2012,2400,8,32,29,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,320000.0
2012,sepang,force_india,resta,56,6.0,7,2,1.0,1,14,India,0,1,1986,185,74,United Kingdom,0,0,Mercedes,Mercedes FO 108Z,2398,8,32,26,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,256000.0
2012,sepang,toro_rosso,vergne,56,4.0,8,2,0.0,1,18,Italy,1,1,1990,182,69,France,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,512000.0
2012,sepang,force_india,hulkenberg,56,2.0,9,2,0.0,1,16,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes FO 108Z,2398,8,32,25,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,640000.0
2012,sepang,mercedes,michael_schumacher,56,1.0,10,2,0.0,1,3,Germany,9,8,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108Z,2398,8,32,43,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,10240000.0
2012,sepang,red_bull,vettel,56,0.0,11,2,18.0,1,5,Austria,27,38,1987,176,58,Germany,21,30,Renault,Renault RS27-2012,2400,8,32,25,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,12800000.0
2012,sepang,toro_rosso,ricciardo,56,0.0,12,2,2.0,1,15,Italy,1,1,1989,175,64,Australia,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,23,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,512000.0
2012,sepang,mercedes,rosberg,56,0.0,13,2,0.0,1,7,Germany,9,8,1985,178,71,Germany,0,0,Mercedes,Mercedes FO 108Z,2398,8,32,27,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,12800000.0
2012,sepang,mclaren,button,56,0.0,14,2,25.0,1,2,United Kingdom,176,149,1980,182,72,United Kingdom,13,7,Mercedes,Mercedes FO 108Z,2398,8,32,32,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,20500000.0
2012,sepang,ferrari,massa,56,0.0,15,2,0.0,1,12,Italy,217,205,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,31,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,13900000.0
2012,sepang,caterham,petrov,55,0.0,16,2,0.0,1,19,Malaysia,210,203,1984,185,75,Russia,0,0,Renault,Renault RS27-2012,2400,8,32,28,Malaysia,Race,5.543,15,1,0,1,1,0,0,0,0,640000.0
2012,sepang,marussia,glock,55,0.0,17,2,0.0,1,20,Russia,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2012,2400,8,32,30,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,3840000.0
2012,sepang,caterham,kovalainen,55,0.0,18,2,0.0,1,24,Malaysia,210,203,1981,172,66,Finland,1,1,Renault,Renault RS27-2012,2400,8,32,31,Malaysia,Race,5.543,15,1,0,1,1,0,0,0,0,5120000.0
2012,sepang,williams,maldonado,54,0.0,19,2,0.0,0,11,United Kingdom,113,126,1985,173,63,Venezuela,0,0,Renault,Renault RS27-2012,2400,8,32,27,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,512000.0
2012,sepang,marussia,pic,54,0.0,20,2,0.0,1,21,Russia,0,0,1990,178,60,France,0,0,Cosworth,Cosworth CA2012,2400,8,32,22,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,192000.0
2012,sepang,hrt,rosa,54,0.0,21,2,0.0,1,22,Spain,0,0,1971,177,74,Spain,0,0,Cosworth,Cosworth CA2012,2400,8,32,41,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,640000.0
2012,sepang,hrt,karthikeyan,54,0.0,22,2,0.0,1,23,Spain,0,0,1977,167,60,India,0,0,Cosworth,Cosworth CA2012,2400,8,32,35,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,320000.0
2012,sepang,lotus_f1,grosjean,3,0.0,23,2,0.0,0,6,United Kingdom,0,0,1986,180,71,France,0,0,Renault,Renault RS27-2012,2400,8,32,26,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,1280000.0
2012,sepang,sauber,kobayashi,46,0.0,24,2,8.0,0,17,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,26,Malaysia,Race,5.543,15,1,0,0,1,0,0,0,0,1280000.0
2012,shanghai,mercedes,rosberg,56,25.0,1,3,0.0,1,1,Germany,10,9,1985,178,71,Germany,1,1,Mercedes,Mercedes FO 108Z,2398,8,32,27,China,Race,5.451,16,2,0,0,0,1,0,0,0,12800000.0
2012,shanghai,mclaren,button,56,18.0,2,3,25.0,1,5,United Kingdom,176,149,1980,182,72,United Kingdom,13,7,Mercedes,Mercedes FO 108Z,2398,8,32,32,China,Race,5.451,16,2,0,0,0,1,0,0,0,20500000.0
2012,shanghai,mclaren,hamilton,56,15.0,3,3,30.0,1,7,United Kingdom,176,149,1985,175,66,United Kingdom,17,21,Mercedes,Mercedes FO 108Z,2398,8,32,27,China,Race,5.451,16,2,0,0,0,1,0,0,0,20480000.0
2012,shanghai,red_bull,webber,56,12.0,4,3,24.0,1,6,Austria,27,38,1976,185,75,Australia,7,9,Renault,Renault RS27-2012,2400,8,32,36,China,Race,5.451,16,2,0,0,0,1,0,0,0,12800000.0
2012,shanghai,red_bull,vettel,56,10.0,5,3,18.0,1,11,Austria,27,38,1987,176,58,Germany,21,30,Renault,Renault RS27-2012,2400,8,32,25,China,Race,5.451,16,2,0,0,0,1,0,0,0,12800000.0
2012,shanghai,lotus_f1,grosjean,56,8.0,6,3,0.0,1,10,United Kingdom,0,0,1986,180,71,France,0,0,Renault,Renault RS27-2012,2400,8,32,26,China,Race,5.451,16,2,0,0,0,1,0,0,0,1280000.0
2012,shanghai,williams,bruno_senna,56,6.0,7,3,8.0,1,14,United Kingdom,113,126,1983,180,69,Brazil,0,0,Renault,Renault RS27-2012,2400,8,32,29,China,Race,5.451,16,2,0,0,0,1,0,0,0,320000.0
2012,shanghai,williams,maldonado,56,4.0,8,3,0.0,1,13,United Kingdom,113,126,1985,173,63,Venezuela,0,0,Renault,Renault RS27-2012,2400,8,32,27,China,Race,5.451,16,2,0,0,0,1,0,0,0,512000.0
2012,shanghai,ferrari,alonso,56,2.0,9,3,35.0,1,9,Italy,217,205,1981,171,68,Spain,28,20,Ferrari,Ferrari Tipo 056,2398,8,32,31,China,Race,5.451,16,2,0,0,0,1,0,0,0,38400000.0
2012,shanghai,sauber,kobayashi,56,1.0,10,3,8.0,1,3,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,26,China,Race,5.451,16,2,0,0,0,1,0,0,0,1280000.0
2012,shanghai,sauber,perez,56,0.0,11,3,22.0,1,8,Switzerland,1,1,1990,173,63,Mexico,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,China,Race,5.451,16,2,0,0,0,1,0,0,0,640000.0
